Land Area,Trade flow,Commodity,2010,S_2010,2011,S_2011,2012,S_2012,2013,S_2013,2014,S_2014,2015,S_2015,2016,S_2016
Panama,Import,"Cuttlefishes, frozen",2601,.,3281,.,449,.,100,.,0,0,3,0,2,0
Panama,Import,"Eels, fresh or chilled",20,.,10,.,0,.,0,.,0,.,0,.,4,.
Panama,Import,"Eels, frozen",12,.,32,.,27,.,10,.,18,.,14,.,4,0
Panama,Import,"Fish body oils, nei",73,.,280,.,65,.,11,.,209,.,327,.,490,.
Panama,Import,"Fish dried, whether or not salted, nei",823,.,705,.,1895,.,2151,.,2879,.,2845,.,2189,.
Panama,Import,"Fish fillets, dried, salted or in brine, nei",2,0,11,.,18,.,42,.,0,-,29,.,0,-
Panama,Import,"Fish fillets, fresh or chilled, nei",499,.,856,.,312,.,82,.,86,.,113,.,141,.
Panama,Import,"Fish fillets, frozen, nei",964,.,2652,.,896,.,20,.,14,.,87,.,155,.
Panama,Import,"Fish heads, tail, maws etc., dried, salted, or in brine",0,.,0,.,0,.,0,.,1,0,0,-,0,-
Panama,Import,"Fish live, nei",0,.,6,0,15,.,375,.,174,.,42,.,68,.
Panama,Import,"Fish liver oils, nei",125,.,202,.,177,.,287,.,204,.,247,.,231,.
Panama,Import,"Fish meat, whether or not minced nei, fresh or chilled",0,.,0,.,129,.,130,.,56,.,0,-,1,0
Panama,Import,"Fish meat, whether or not minced, frozen, nei",17,.,59,.,1722,.,1761,.,1580,.,1937,.,1472,.
Panama,Import,"Fish minced nei, prepared or preserved",126,.,172,.,204,.,681,.,458,.,396,.,861,.
Panama,Import,"Fish nei, salted or in brine",0,0,1,0,1,0,0,-,0,-,0,-,0,-
Panama,Import,"Fish nei, smoked",22,.,0,-,4,0,7,0,1,0,1,0,0,-
Panama,Import,"Fish not minced, prep. or pres., in airtight containers",378,.,44,.,162,.,186,.,404,.,16,.,407,.
Panama,Import,"Fish not minced, prep. or pres., not in airtight containers",4,.,184,.,6,.,107,.,15,.,19,.,67,.
Panama,Import,"Fish waste, nei",3,.,2,0,19,.,18,.,26,.,42,.,61,.
Panama,Import,"Fish, fresh or chilled, nei",4,.,1,.,2,0,6,.,0,-,0,-,0,-
Panama,Import,"Fish, frozen, nei",176,.,28,.,30,.,100,.,46,.,8,0,194,.
Panama,Import,"Fishmeal fit for human consumption, nei",1,0,2,0,2,0,2,0,2,0,3,0,4,0
Panama,Import,"Fishmeals, nei",2,.,41,.,136,.,47,.,125,.,303,.,72,.
Panama,Import,"Flatfish nei, fillets, frozen",0,.,0,.,0,.,0,.,17,.,0,-,1,0
Panama,Import,"Flatfish nei, frozen",1,0,32,.,0,-,7,.,0,0,5,.,12,.
Panama,Import,"Flatfish, fresh or chilled, nei",0,-,56,.,24,.,30,.,40,.,33,.,13,.
Panama,Import,"Gadiformes fillets, frozen, nei",0,.,0,.,16,.,31,.,5,.,0,-,23,.
Panama,Import,"Gadiformes nei, frozen",0,.,0,.,0,.,6,.,0,-,0,-,0,-
Panama,Import,"Gadiformes, fillets, dried, salted or in brine, not smoked",0,.,0,.,0,.,0,.,0,.,0,.,1,0
Panama,Import,"Gadiformes, fresh or chilled, nei",0,.,0,.,0,.,19,.,0,-,0,-,0,-
Panama,Import,"Hake nei fillets, frozen",0,.,0,.,1,0,38,.,35,.,18,.,108,.
Panama,Import,"Hake nei, fresh or chilled",0,.,0,.,0,.,1,0,31,.,71,.,78,.
Panama,Import,"Hakes nei, frozen",0,.,0,.,4,.,1,0,2,.,3,0,0,-
Panama,Import,"Halibuts nei, frozen",61,.,87,.,88,.,0,-,100,.,93,.,0,-
Panama,Import,"Herrings nei, smoked",0,-,0,-,1,0,0,0,0,0,0,-,1,0
Panama,Import,"Herrings prepared or preserved, not minced, nei",0,-,0,-,0,-,2,0,15,.,0,-,1,0
Panama,Import,"Herrings, fresh or chilled, nei",3,.,3,0,3,0,3,.,4,0,3,0,0,-
Panama,Import,"Herrings, not minced, prep. or pres. in airtight containers, nei",6,.,5,.,5,.,14,.,13,.,12,.,7,.
Panama,Import,"Jack and horse mackerel, frozen",0,.,0,.,0,.,0,.,1,0,0,-,0,-
Panama,Import,Jellyfish preparations,0,.,0,.,0,0,2,.,7,.,5,.,0,-
Panama,Import,"Livers, roes, milt, dried, salted or in brine, nei",0,-,0,-,0,-,0,-,0,-,5,0,40,.
Panama,Import,"Livers, roes, milt, fresh or chilled, nei",0,.,0,.,0,.,0,0,108,.,24,.,4,0
Panama,Import,"Livers, roes, milt, frozen",6,.,8,.,8,.,6,.,48,.,11,.,9,0
Panama,Import,"Mackerel prepared or preserved, not minced, nei",1,0,2,.,3,.,180,.,8,.,1,0,99,.
Panama,Import,"Mackerels nei, frozen",0,.,0,.,0,0,2,.,0,-,11,.,0,0
Panama,Import,"Mackerels, nei, fresh or chilled",0,.,0,.,0,.,0,.,0,.,11,.,0,-
Panama,Import,"Marine mammal oils, nei",0,-,0,-,1,0,0,-,0,-,0,-,0,-
Panama,Import,"Miscellaneous coastal fishes fillets, frozen,  nei",0,.,0,.,0,.,0,.,25,.,258,.,306,.
Panama,Import,"Miscellaneous crustaceans, not frozen, nei",0,.,0,.,4,.,48,.,10,.,1,0,2,0
Panama,Import,"Miscellaneous molluscs, other than live, fresh or chilled, nei",0,.,0,.,5,.,0,.,0,.,0,.,267,.
Panama,Import,"Miscellaneous pelagic fish fillets, frozen, nei",0,.,0,.,0,.,0,.,37,.,0,-,60,.
Panama,Import,"Molluscs and other aq. invertebrates, prep. or pres., nei",535,.,713,.,0,.,0,.,0,.,0,.,0,.
Panama,Import,"Molluscs and other aqu. invertebrates, live, fresh or chilled, nei",0,.,0,.,0,.,0,.,0,.,0,.,2,0
Panama,Import,"Molluscs nei, dried, salted, pickled, etc.",1,0,1,.,0,-,0,-,0,-,0,-,0,-
Panama,Import,"Molluscs nei, frozen",292,.,576,.,424,.,487,.,859,.,715,.,313,.
Panama,Import,"Molluscs nei, prepared or preserved",0,.,0,.,4,0,25,.,18,.,3,.,0,-
Panama,Import,"Mussel meat nei, frozen",255,.,455,.,97,.,40,.,58,.,70,.,55,.
Panama,Import,"Mussel meat, prepared or preserved, nei",0,.,0,.,15,.,250,.,271,.,148,.,124,.
Panama,Import,"Mussels, dried, salted or in brine",1,0,1,0,362,.,352,.,323,.,547,.,587,.
Panama,Import,"Mussels, live, fresh or chilled, nei",83,.,109,.,87,.,52,.,83,.,49,.,22,.
Panama,Import,Natural sponges raw,13,.,12,.,10,.,3,0,4,0,5,0,5,0
Panama,Import,"Nile perch (Lates niloticus) and snakeheads (Channa spp.), frozen",0,.,0,.,0,.,5,.,0,-,0,-,4,0
Panama,Import,"Nile perch and snakeheads (Channa spp.),  fresh or chilled",0,.,0,.,0,.,0,.,0,.,0,.,13,.
Panama,Import,"Norway lobsters (Nephrops spp.), nei, frozen",0,.,0,.,2,0,4,0,16,.,0,-,2,0
Panama,Import,"Octopus, dried, salted or in brine",67,.,0,-,1398,.,1052,.,709,.,1256,.,1455,.
Panama,Import,"Octopus, frozen",1043,.,1059,.,166,.,25,.,82,.,225,.,88,.
Panama,Import,"Octopus, live, fresh or chilled",9,.,44,.,0,-,84,.,1,0,0,0,16,.
Panama,Import,"Octopus, prepared or preserved",0,.,0,.,10,.,80,.,82,.,57,.,29,.
Panama,Import,Ornamental fish nei,14,.,26,.,0,.,0,.,0,.,0,.,0,.
Panama,Import,Ornamental freshwater fish,0,.,0,.,22,.,40,.,42,.,27,.,26,.
Panama,Import,Ornamental saltwater fish,0,.,0,.,9,0,16,.,12,.,24,.,17,.
Panama,Import,"Other aquatic invertebrates, live, fresh or chilled",13,.,15,.,0,-,0,-,0,-,0,-,0,-
Panama,Import,"Other aquatic invertebrates, prepared or preserved, nei",0,.,0,.,477,.,291,.,309,.,281,.,248,.
Panama,Import,Other seaweeds and aquatic plants and products thereof,2,.,2,.,0,-,0,-,0,-,0,-,0,-
Panama,Import,"Oyster meat nei, frozen",4,0,93,.,0,-,0,-,0,-,0,-,0,-
Panama,Import,"Oyster meat, prepared or preserved, nei",0,.,0,.,0,0,10,.,3,.,1,0,2,.
Panama,Import,"Oysters, dried, salted or in brine",13,0,15,0,0,-,0,-,0,-,0,-,0,-
Panama,Import,"Oysters, live fresh or chilled, nei",28,.,36,.,3,.,6,.,11,.,32,.,29,.
Panama,Import,"Oysters, other than live, fresh or chilled, nei",0,.,0,.,43,.,32,.,32,.,18,.,23,.
Panama,Import,"Pacific salmons, fresh or chilled",0,.,0,.,11,.,0,-,0,-,9,.,2,0
Panama,Import,"Pacific salmons, frozen, nei",147,.,22,.,9,.,16,.,8,.,111,.,124,.
Panama,Import,"Pilchards (Sardinops spp.), prep. or pres., not minced, nei",5598,.,6158,.,7805,.,6850,.,7736,.,9236,.,3517,.
Panama,Import,"River eels, prepared or preserved, not minced, nei",0,.,0,.,1,0,0,.,4,.,3,0,22,.
Panama,Import,"Rock lobster and other sea crawfish (Palinurus, Panulirus, Jasus), frozen, nei",2,0,3,.,8,.,2,0,28,.,30,.,6,.
Panama,Import,"Rock lobster and other sea crawfish, not frozen",0,.,0,.,0,.,1,0,0,-,0,-,0,-
Panama,Import,"Saithe (=Pollock) fillets, frozen",0,.,0,.,0,.,0,.,5,.,0,-,0,-
Panama,Import,"Salmon fillets, fresh or chilled",0,.,0,.,415,.,674,.,2284,.,1102,.,2118,.
Panama,Import,"Salmon fillets, frozen",0,.,0,.,118,.,66,.,507,.,3356,.,4839,.
Panama,Import,"Salmon minced, prepared or preserved",7,.,20,.,10,.,61,.,48,.,32,.,35,.
Panama,Import,"Salmon nei prep. or pres., not minced, not in airtight containers",7,.,21,.,13,.,66,.,0,-,0,-,0,-
Panama,Import,"Salmon nei, not minced, prep.or pres, in airtight containers",193,.,221,.,72,.,86,.,0,-,0,-,0,-
Panama,Import,"Salmon nei, not minced, prepared or preserved",0,.,0,.,0,.,0,.,229,.,127,.,255,.
Panama,Import,"Salmonoids, fresh or chilled, nei",0,-,5,.,12,.,30,.,0,-,0,-,1,0
Panama,Import,"Salmonoids, frozen",0,0,5,.,325,.,595,.,22,.,79,.,2,0
Panama,Import,"Salmons, fresh or chilled, nei",58,.,59,.,0,.,0,.,0,.,0,.,0,.
Panama,Import,"Salmons, smoked",0,0,15,.,17,.,56,.,53,.,33,.,52,.
Panama,Import,"Sardines, sardinellas, brisling or sprats, fresh or chilled",3,.,3,.,49,.,0,-,1,.,0,-,0,-
Panama,Import,"Sardines, sardinellas, brisling or sprats, frozen",568,.,618,.,777,.,1000,.,968,.,979,.,968,.
Panama,Import,"Sardines, sardinellas, brisling or sprats, prep. or pres., not minced, nei",0,.,0,.,0,.,0,.,0,.,0,.,4673,.
Panama,Import,"Sardines, sardinellas, sprats minced, prepared or preserved",4052,.,4318,.,3881,.,3568,.,4008,.,3909,.,2370,.
Panama,Import,"Scallop meat, prepared or preserved",0,.,0,.,0,.,0,.,1,0,2,0,0,-
Panama,Import,"Scallops meat, frozen",9,.,19,.,24,.,8,.,10,.,20,.,26,.
Panama,Import,"Scallops, dried, salted or in brine",16,.,10,.,72,.,14,.,31,.,14,.,28,.
Panama,Import,"Seaweeds and other algae, fit for human consumption, nei",34,.,45,.,29,.,70,.,104,.,115,.,194,.
Panama,Import,"Seaweeds and other algae, unfit for human consumption, nei",0,.,0,.,3,.,4,.,0,0,1,0,5,0
Panama,Import,"Sharks nei, frozen",0,.,19,.,57,.,49,.,0,-,0,-,15,.
Panama,Import,"Shrimps and prawns, dried, salted or in brine, nei",168,.,121,.,0,-,0,-,0,-,0,-,0,-
Panama,Import,"Shrimps and prawns, fresh or chilled, nei",120,.,93,.,73,.,390,.,1148,.,221,.,97,.
Panama,Import,"Shrimps and prawns, frozen, nei",4,.,103,.,0,.,0,.,0,.,0,.,0,.
Panama,Import,"Shrimps and prawns, other than coldwater, frozen",0,.,0,.,11,.,83,.,271,.,188,.,1241,.
Panama,Import,"Shrimps and prawns, other than coldwater, not frozen",0,.,0,.,206,.,560,.,1204,.,649,.,853,.
Panama,Import,"Shrimps and prawns, prep. or pres., in airtight containers",0,.,0,.,238,.,348,.,378,.,580,.,751,.
Panama,Import,"Shrimps and prawns, prep. or pres., not in airtight containers",0,.,0,.,51,.,29,.,52,.,64,.,83,.
Panama,Import,"Shrimps, prawns, prepared or preserved, nei",98,.,109,.,0,.,0,.,0,.,0,.,0,.
Panama,Import,"Skipjack tuna, fresh or chilled",0,.,0,.,0,.,2,.,0,-,0,-,0,-
Panama,Import,"Skipjack tuna, frozen",1,0,1,0,0,-,0,-,0,-,1,.,0,-
Panama,Import,"Sockeye salmon (red salmon)(Oncorhynchus nerka), frozen",5,.,0,-,0,-,0,-,0,-,0,-,0,-
Panama,Import,"Southern bluefin tuna (Thunnus maccoyii), frozen",0,.,6,.,0,-,31,.,39,.,6,.,0,-
Panama,Import,"Swordfish fillets, fresh or chilled",0,.,0,.,1,0,0,-,0,-,0,-,0,-
Panama,Import,"Swordfish meat, frozen",0,-,0,-,0,0,0,-,0,-,0,-,56,.
Panama,Import,"Tilapia fillets, fresh or chilled",0,.,0,.,474,.,972,.,923,.,836,.,1841,.
Panama,Import,"Tilapia fillets, frozen",0,.,0,.,0,0,1,0,19,.,52,.,162,.
Panama,Import,"Tilapia, catfish, carp, eel, Nile perch and snakeheads, fillets, dried/salted/brine, not smoked",0,.,0,.,0,.,0,.,1,0,12,.,0,-
Panama,Import,"Tilapias, catfish, carp, eels, Nile perch and snakeheads  meat, frozen",0,.,0,.,0,.,0,.,9,.,6,.,9,.
Panama,Import,"Tilapias, catfish, carp, eels, Nile perch and snakeheads, including fillets, smoked",0,.,0,.,0,.,0,.,16,0,0,-,0,-
Panama,Import,"Tilapias, fresh or chilled",0,.,0,.,0,.,0,.,1,0,0,-,17,.
Panama,Import,"Tilapias, frozen",0,.,0,.,0,.,0,.,0,.,0,.,1,0
Panama,Import,"Toothfish (Dissostichus spp.), fillets, fresh or chilled",30,.,36,.,19,.,0,-,0,-,0,-,2,0
Panama,Import,"Toothfish (Dissostichus spp.), fillets, frozen",19,.,4,.,15,.,0,-,5,.,22,.,7,.
Panama,Import,"Toothfish (Dissostichus spp.), fresh or chilled",0,.,0,.,7,.,0,-,0,-,0,-,0,-
Panama,Import,"Toothfish (Dissostichus spp.), meat, frozen",12,.,1,0,0,-,0,-,9,.,0,-,0,-
Panama,Import,"Trout fillets, fresh and chilled",0,.,0,.,73,.,142,.,194,.,251,.,129,.
Panama,Import,"Trout fillets, frozen",0,.,0,.,0,.,2,0,0,-,5,0,0,-
Panama,Import,Trouts and chars live,0,.,3,0,0,-,0,-,0,-,0,-,0,-
Panama,Import,"Trouts and chars, fresh or chilled",3,.,2,.,0,-,3,.,1,0,8,.,11,.
Panama,Import,"Trouts and chars, smoked",0,.,0,.,0,.,0,.,0,.,3,0,0,-
Panama,Import,"Tuna loins and fillets, frozen",0,.,0,.,11,.,11,.,35,.,18,.,140,.
Panama,Import,"Tunas nei, frozen",0,-,0,-,2,0,17,.,314,.,1402,.,796,.
Panama,Import,"Tunas prepared or preserved, not minced, in airtight containers",6132,.,7848,.,13517,.,16448,.,17244,.,18862,.,9234,.
Panama,Import,"Tunas prepared or preserved, not minced, not in airtight containers",33,.,0,0,5,.,126,.,29,.,371,.,6893,.
Panama,Import,"Tunas, bonitos, billfishes, nei, minced, prepared or preserved",8537,.,9873,.,10669,.,7931,.,9352,.,9824,.,10396,.
Panama,Import,"Tunas, fresh or chilled, nei",22,.,0,-,2,.,6,.,0,-,0,-,0,-
Panama,Import,"Turbots, frozen",0,.,0,.,0,.,0,.,1,0,0,-,0,-
Panama,Import,"Yellowfin tuna, fresh or chilled",0,-,0,-,0,-,2,.,0,-,1,0,10,.
Panama,Import,"Yellowfin tuna, frozen, nei",65,.,210,.,859,.,312,.,302,.,453,.,30,.
Panama,Reexports,"American/European lobsters (Homarus spp.), nei, frozen",1,0,0,-,0,-,0,-,0,-,0,-,0,-
Panama,Reexports,Carps live,14,.,0,-,0,-,0,-,0,-,0,-,0,-
Panama,Reexports,"Fish minced nei, prepared or preserved",65,.,0,-,0,-,0,-,0,-,0,-,0,-
Panama,Reexports,Miscellaneous corals and shells,18,.,0,-,0,-,0,-,0,-,0,-,0,-
Panama,Reexports,"Molluscs and other aqu. invertebrates, live, fresh or chilled, nei",1,0,0,-,0,-,0,-,0,-,0,-,0,-
Panama,Reexports,Other seaweeds and aquatic plants and products thereof,2,0,0,-,0,-,0,-,0,-,0,-,0,-
Panama,Reexports,"Sardines, sardinellas, brisling or sprats, fresh or chilled",10,.,0,-,0,-,0,-,0,-,0,-,0,-
Panama,Reexports,"Sardines, sardinellas, brisling or sprats, prep. or pres., not minced, nei",1,0,0,-,0,-,0,-,0,-,0,-,0,-
Saint Kitts and Nevis,Export,"American/European lobsters (Homarus spp.), nei, frozen",5,.,32,.,0,-,0,-,0,-,0,-,0,-
Saint Kitts and Nevis,Export,"American/European lobsters (Homarus spp.), not frozen",10,.,6,0,0,-,0,-,0,-,0,-,0,-
Saint Kitts and Nevis,Export,"Crustaceans nei, frozen",248,.,390,F,300,F,295,F,290,F,300,F,295,F
Saint Kitts and Nevis,Export,"Crustaceans nei, prepared or preserved",30,.,0,-,0,-,0,-,0,-,0,-,0,-
Saint Kitts and Nevis,Export,"Fish dried, whether or not salted, nei",26,.,30,.,26,F,61,F,44,F,4,F,4,F
Saint Kitts and Nevis,Export,"Mackerel prepared or preserved, not minced, nei",0,.,0,0,0,.,0,.,1,F,0,-,0,-
Saint Kitts and Nevis,Export,"Marine fish, frozen, nei",1,.,0,0,0,-,0,-,0,-,0,-,0,-
Saint Kitts and Nevis,Export,"Miscellaneous crustaceans, not frozen, nei",168,.,231,.,0,-,0,-,0,-,0,-,0,-
Saint Kitts and Nevis,Export,"Miscellaneous molluscs, other than live, fresh or chilled, nei",0,.,0,.,0,.,0,.,5,F,0,-,0,-
Saint Kitts and Nevis,Export,Other seaweeds and aquatic plants and products thereof,0,0,0,.,2,F,0,-,0,-,0,-,0,-
Saint Kitts and Nevis,Export,"Pilchards (Sardinops spp.), prep. or pres., not minced, nei",0,.,0,0,0,.,0,F,2,F,0,-,0,-
Saint Kitts and Nevis,Export,"Rock lobster and other sea crawfish (Palinurus, Panulirus, Jasus), frozen, nei",5,0,0,-,0,-,0,-,0,-,0,-,0,-
Saint Kitts and Nevis,Export,"Stromboid conchs, live, fresh or chilled",0,.,0,.,62,F,50,F,63,F,72,F,63,F
Saint Kitts and Nevis,Export,"Tunas prepared or preserved, not minced, nei",0,.,0,.,0,.,0,F,2,F,0,-,0,-
Saint Kitts and Nevis,Import,"Abalones, dried",0,.,0,.,0,.,0,.,3,F,0,-,0,-
Saint Kitts and Nevis,Import,Agar agar nei,0,.,0,0,0,.,0,.,0,.,0,.,9,F
Saint Kitts and Nevis,Import,"Alaska pollock fillets, frozen",0,.,0,.,0,.,0,.,0,.,9,F,0,-
Saint Kitts and Nevis,Import,"Alaska pollock, fresh or chilled",0,.,0,.,0,.,3,F,0,.,9,F,3,F
Saint Kitts and Nevis,Import,"Alaska pollock, frozen",0,.,0,.,0,.,20,F,12,F,10,F,0,-
Saint Kitts and Nevis,Import,"Albacore (=Longfin tuna), fresh or chilled",0,.,2,0,0,.,7,F,29,F,113,F,4,F
Saint Kitts and Nevis,Import,"Albacore (=Longfin tuna), frozen, nei",92,.,12,.,0,-,0,-,0,-,0,-,0,-
Saint Kitts and Nevis,Import,"American/European lobsters (Homarus spp.), nei, frozen",155,F,61,.,14,F,109,F,16,F,54,F,72,F
Saint Kitts and Nevis,Import,"American/European lobsters (Homarus spp.), not frozen",0,0,0,-,4,F,6,F,4,F,7,F,0,-
Saint Kitts and Nevis,Import,"Anchovies, prepared or preserved, not minced",5,.,1,.,0,-,0,-,0,-,0,-,0,-
Saint Kitts and Nevis,Import,"Atka mackerel, frozen",0,.,0,.,3,F,0,-,0,-,0,-,0,-
Saint Kitts and Nevis,Import,"Atlantic (Thunnus thynnus), Pacific (T.orientalis) bluefin tuna, live",0,.,1,0,0,-,0,-,0,-,0,-,0,-
Saint Kitts and Nevis,Import,"Atlantic (Thunnus thynnus)and Pacific (Thunnus orientalis) bluefin tuna, fresh or chilled",0,.,0,0,3,F,3,F,0,-,0,-,0,-
Saint Kitts and Nevis,Import,"Atlantic and Danube salmons, fresh or chilled",0,.,0,.,15,F,119,F,0,-,0,-,0,-
Saint Kitts and Nevis,Import,"Atlantic salmon and Danube salmon, frozen",4,0,14,0,104,F,753,F,0,.,214,F,14,F
Saint Kitts and Nevis,Import,"Bigeye tuna, frozen, nei",0,.,1,0,0,-,0,-,0,-,0,-,0,-
Saint Kitts and Nevis,Import,"Carps, eels and snakeheads, fillets, fresh or chilled",0,.,0,.,0,.,0,.,12,F,10,F,0,-
Saint Kitts and Nevis,Import,"Carps, eels and snakeheads, fillets, frozen",0,.,0,.,0,.,0,.,1,F,0,.,27,F
Saint Kitts and Nevis,Import,"Catfish fillets, fresh or chilled",0,.,0,.,0,.,3,F,0,-,4,F,0,-
Saint Kitts and Nevis,Import,"Catfish fillets, frozen",0,.,0,.,0,.,6,F,19,F,86,F,76,F
Saint Kitts and Nevis,Import,"Catfish, frozen",0,.,0,.,0,.,19,F,14,F,0,.,5,F
Saint Kitts and Nevis,Import,Caviar,0,.,0,.,0,.,0,.,7,F,0,-,0,-
Saint Kitts and Nevis,Import,Caviar and caviar substitutes,10,0,5,0,0,-,0,-,0,-,0,-,0,-
Saint Kitts and Nevis,Import,Caviar substitutes,0,.,0,.,0,.,0,.,0,.,0,.,2,F
Saint Kitts and Nevis,Import,"Cod nei fillets, dried, salted or in brine",0,.,0,.,0,.,1,F,0,-,0,-,0,-
Saint Kitts and Nevis,Import,"Cods nei, dried,  whether or not salted",46,.,39,.,0,-,0,-,0,-,0,-,0,-
Saint Kitts and Nevis,Import,"Cods nei, frozen",1,0,0,.,0,F,0,.,0,F,0,-,0,-
Saint Kitts and Nevis,Import,"Cods nei, salted or in brine",0,.,0,.,0,.,0,.,0,.,0,.,36,F
Saint Kitts and Nevis,Import,"Cods, fresh or chilled, nei",0,.,0,.,0,.,0,.,111,F,0,F,0,-
Saint Kitts and Nevis,Import,"Cold-water shrimps and prawns (Pandalus spp., Crangon spp.), not frozen",0,.,0,.,5,F,0,-,0,-,0,-,0,-
Saint Kitts and Nevis,Import,"Cold-water shrimps and prawns (Pandalus spp., Crangon spp.), whether in shell or not, frozen",0,.,0,.,13,F,0,.,0,.,6,F,52,F
Saint Kitts and Nevis,Import,"Crab meat nei, prepared or preserved",8,.,4,.,0,-,0,-,0,-,0,-,0,-
Saint Kitts and Nevis,Import,"Crab meat, frozen",0,.,0,.,0,.,7,F,0,-,0,-,0,-
Saint Kitts and Nevis,Import,"Crabs nei, frozen",24,.,17,.,0,.,6,F,3,F,0,-,0,-
Saint Kitts and Nevis,Import,"Crabs, not frozen",0,.,0,.,0,.,9,F,13,F,0,-,0,-
Saint Kitts and Nevis,Import,"Crustaceans nei, frozen",6,.,5,.,0,.,0,.,0,F,3,F,26,F
Saint Kitts and Nevis,Import,"Crustaceans nei, prepared or preserved",20,.,11,.,0,-,0,-,0,-,0,-,0,-
Saint Kitts and Nevis,Import,"Cuttlefish and squid, other than live, fresh or chilled",6,.,4,.,0,F,0,-,0,-,0,-,0,-
Saint Kitts and Nevis,Import,"Cuttlefishes and squids, live, fresh or chilled, nei",0,0,1,0,0,-,0,-,0,-,0,-,0,-
Saint Kitts and Nevis,Import,"Fingers, sticks, prepared with minced fish",0,.,0,.,7,F,19,F,27,F,13,F,15,F
Saint Kitts and Nevis,Import,"Fish body oils, nei",0,0,1,0,0,-,0,-,0,-,0,-,0,-
Saint Kitts and Nevis,Import,"Fish dried, whether or not salted, nei",918,.,1037,.,505,F,543,F,429,F,351,F,345,F
Saint Kitts and Nevis,Import,"Fish fillets, fresh or chilled, nei",55,.,241,.,522,F,197,F,954,F,669,F,13,F
Saint Kitts and Nevis,Import,"Fish fillets, frozen, nei",316,.,165,.,258,F,452,F,191,F,467,F,416,F
Saint Kitts and Nevis,Import,"Fish live, nei",0,-,2,0,0,-,0,-,0,-,0,-,0,-
Saint Kitts and Nevis,Import,"Fish meat, whether or not minced nei, fresh or chilled",0,.,0,.,5,F,0,-,0,-,0,-,0,-
Saint Kitts and Nevis,Import,"Fish meat, whether or not minced, frozen, nei",385,.,146,.,0,.,0,.,0,.,0,.,14,F
Saint Kitts and Nevis,Import,"Fish minced nei, prepared or preserved",0,.,0,.,7,F,0,-,0,-,0,-,0,-
Saint Kitts and Nevis,Import,"Fish nei, prepared or preserved, not minced",0,.,0,.,4,F,0,-,0,-,0,-,0,-
Saint Kitts and Nevis,Import,"Fish nei, salted or in brine",86,.,37,.,5,F,5,F,164,F,152,F,95,F
Saint Kitts and Nevis,Import,"Fish nei, smoked",0,.,0,.,0,.,7,F,3,F,0,-,0,-
Saint Kitts and Nevis,Import,"Fish, fresh or chilled, nei",45,.,26,.,5,F,9,F,4,F,0,F,19,F
Saint Kitts and Nevis,Import,"Fish, frozen, nei",469,.,473,.,3,F,0,.,27,F,60,F,68,F
Saint Kitts and Nevis,Import,"Fishmeal fit for human consumption, nei",0,-,1,0,0,-,0,-,0,-,0,-,0,-
Saint Kitts and Nevis,Import,"Flatfish, fresh or chilled, nei",1,0,0,-,0,-,0,-,0,-,0,-,0,-
Saint Kitts and Nevis,Import,"Flyingfishes, frozen",0,.,0,.,0,.,0,.,21,F,0,-,0,-
Saint Kitts and Nevis,Import,"Gadiformes nei, frozen",0,.,0,.,3,F,6,F,3,F,12,F,26,F
Saint Kitts and Nevis,Import,"Gadiformes, fillets, dried, salted or in brine, not smoked",0,.,0,.,0,.,0,.,21,F,0,-,0,-
Saint Kitts and Nevis,Import,"Gadiformes, fresh or chilled, nei",0,.,0,.,0,.,0,.,3,F,3,F,0,-
Saint Kitts and Nevis,Import,"Gadiformes, salted or in brine, nei",0,-,0,-,151,F,145,F,0,-,189,F,334,F
Saint Kitts and Nevis,Import,"Haddock, fresh or chilled",27,.,17,.,0,-,0,-,0,-,0,-,0,-
Saint Kitts and Nevis,Import,"Haddock, frozen",0,-,5,.,0,-,0,-,0,-,0,-,0,-
Saint Kitts and Nevis,Import,"Hake nei fillets, frozen",0,.,0,.,0,.,39,F,7,F,0,-,0,-
Saint Kitts and Nevis,Import,"Hake nei, fresh or chilled",0,.,0,.,0,.,3,F,0,-,0,-,0,-
Saint Kitts and Nevis,Import,"Hakes nei, frozen",28,.,0,.,38,F,117,F,17,F,14,F,0,-
Saint Kitts and Nevis,Import,"Herrings nei, frozen",0,.,0,.,0,.,8,F,0,.,3,F,0,-
Saint Kitts and Nevis,Import,"Herrings nei, smoked",5,.,9,.,7,F,9,F,6,F,9,F,10,F
Saint Kitts and Nevis,Import,"Herrings prepared or preserved, not minced, nei",1,0,0,0,0,.,0,.,0,.,0,F,0,-
Saint Kitts and Nevis,Import,"King crab, nei, frozen",0,.,0,.,0,.,0,.,0,.,3,F,0,-
Saint Kitts and Nevis,Import,"Livers, roes, milt, dried, salted or in brine, nei",1,0,0,-,0,-,0,-,0,-,0,-,0,-
Saint Kitts and Nevis,Import,"Lobster tails or meat, prep. or pres.",0,.,0,.,149,F,155,F,184,F,158,F,65,F
Saint Kitts and Nevis,Import,"Mackerel prepared or preserved, not minced, nei",60,.,99,.,21,F,56,F,16,F,20,F,26,F
Saint Kitts and Nevis,Import,"Mackerels nei, frozen",4,.,2,0,0,.,7,F,6,F,12,F,11,F
Saint Kitts and Nevis,Import,"Mackerels nei, salted or in brine",0,.,0,.,2,F,1,F,0,F,0,-,0,-
Saint Kitts and Nevis,Import,"Mackerels, nei, fresh or chilled",0,.,0,.,0,.,0,.,7,F,3,F,0,-
