Land Area,Trade flow,Commodity,2010,S_2010,2011,S_2011,2012,S_2012,2013,S_2013,2014,S_2014,2015,S_2015,2016,S_2016
Curaçao,Import,"Fish waste, nei",0,.,7,0,0,-,0,-,0,-,12,F,21,F
Curaçao,Import,"Fish, fresh or chilled, nei",0,.,602,F,93,F,178,F,85,F,174,F,19,F
Curaçao,Import,"Fish, frozen, nei",0,.,906,F,639,F,600,F,434,F,621,F,379,F
Curaçao,Import,"Fishmeal fit for human consumption, nei",0,.,0,.,0,.,116,F,0,0,7,F,0,-
Curaçao,Import,"Flatfish nei, fillets, fresh or chilled",0,.,0,.,0,.,0,.,3,F,0,0,0,-
Curaçao,Import,"Flatfish nei, fillets, frozen",0,.,0,.,5,F,0,-,5,F,0,0,114,F
Curaçao,Import,"Flatfish nei, frozen",0,.,10,F,15,F,3,0,3,0,0,-,0,-
Curaçao,Import,"Flatfish, fresh or chilled, nei",0,.,44,F,0,-,0,-,0,-,0,-,0,-
Curaçao,Import,"Gadiformes excl. Alaska pollock, meat, whether or not minced, frozen",0,.,0,.,1,0,624,F,0,-,0,-,1,0
Curaçao,Import,"Gadiformes fillets, fresh or chilled, nei",0,.,0,.,0,.,0,.,6,0,0,-,0,-
Curaçao,Import,"Gadiformes fillets, frozen, nei",0,.,0,.,1,0,0,-,0,-,0,-,0,-
Curaçao,Import,"Gadiformes nei, frozen",0,.,0,.,326,F,12,F,920,F,762,F,831,F
Curaçao,Import,"Gadiformes, fillets, dried, salted or in brine, not smoked",0,.,0,.,0,.,0,.,1013,F,1368,F,845,F
Curaçao,Import,"Gadiformes, fresh or chilled, nei",0,.,0,.,407,F,240,F,0,-,0,-,23,F
Curaçao,Import,"Hake nei fillets, frozen",0,.,0,.,0,0,2,F,0,-,0,-,0,0
Curaçao,Import,"Halibuts nei, frozen",0,.,0,.,3,F,43,F,0,-,0,-,0,-
Curaçao,Import,"Herring nei, fillets, frozen",0,.,0,.,0,0,9,F,7,F,0,-,0,-
Curaçao,Import,"Herring, salted or in brine",0,.,6,0,0,-,0,-,24,F,0,-,7,F
Curaçao,Import,"Herrings nei, frozen",0,.,12,F,44,F,17,F,4,F,16,F,72,F
Curaçao,Import,"Herrings nei, smoked",0,.,98,F,133,F,5,F,53,F,17,F,40,F
Curaçao,Import,"Herrings prepared or preserved, not minced, nei",0,.,0,.,2,0,0,-,0,-,0,-,0,-
Curaçao,Import,"Herrings, fresh or chilled, nei",0,.,0,.,0,.,2,F,7,F,7,F,18,F
Curaçao,Import,"Livers, roes, milt, dried, salted or in brine, nei",0,.,5,0,0,-,0,-,0,-,0,0,0,-
Curaçao,Import,"Livers, roes, milt, frozen",0,.,212,F,100,F,200,F,101,F,91,F,35,F
Curaçao,Import,"Lobster tails or meat, prep. or pres.",0,.,31,F,16,F,12,F,51,F,12,F,3,0
Curaçao,Import,"Mackerel prepared or preserved, not minced, nei",0,.,94,F,4,0,0,-,22,F,15,F,11,F
Curaçao,Import,"Mackerels nei, frozen",0,.,0,.,138,F,80,F,4,F,0,0,0,0
Curaçao,Import,"Meat of tilapias, catfish, carp, eels, nile perch and snakeheads, fresh or chilled",0,.,0,.,15,F,62,F,0,-,0,-,0,-
Curaçao,Import,Miscellaneous corals and shells,0,.,24,F,18,F,0,-,0,-,20,F,2,0
Curaçao,Import,"Miscellaneous crustaceans, not frozen, nei",0,.,2,0,12,F,0,-,0,0,0,0,1,0
Curaçao,Import,"Miscellaneous molluscs & aq. inver., other than live, fresh or chilled, nei",0,.,198,F,115,F,600,F,64,F,199,F,371,F
Curaçao,Import,"Molluscs and other aq. invertebrates, prep. or pres., nei",0,.,146,F,0,-,0,-,0,-,0,-,0,-
Curaçao,Import,"Molluscs and other aqu. invertebrates, live, fresh or chilled, nei",0,.,110,F,172,F,80,F,105,F,546,F,282,F
Curaçao,Import,"Molluscs nei, prepared or preserved",0,.,0,.,53,F,3,F,0,-,0,-,0,-
Curaçao,Import,"Mussel meat, prepared or preserved, nei",0,.,0,.,8,0,6,0,14,F,3,0,12,F
Curaçao,Import,"Mussels nei, other than live, fresh or chilled",0,.,5,F,234,F,1,0,13,F,24,F,174,F
Curaçao,Import,"Mussels, live, fresh or chilled, nei",0,.,7,F,0,0,0,0,0,-,123,F,27,F
Curaçao,Import,"Nile perch and snakeheads (Channa spp.),  fresh or chilled",0,.,0,.,9,F,0,-,0,-,0,-,0,-
Curaçao,Import,"Nile perch fillets, frozen",0,.,0,.,1,0,0,-,0,-,0,-,0,-
Curaçao,Import,"Norway lobsters (Nephrops spp.), nei, frozen",0,.,0,.,0,0,21,F,0,-,0,-,0,-
Curaçao,Import,"Octopus, other than live, fresh or chilled",0,.,8,F,25,F,23,F,7,F,1,F,10,F
Curaçao,Import,"Octopus, prepared or preserved",0,.,0,.,1,0,0,-,6,F,0,-,0,-
Curaçao,Import,Ornamental fish nei,0,.,27,0,0,.,0,.,0,.,0,.,0,.
Curaçao,Import,Ornamental freshwater fish,0,.,0,.,14,0,0,-,9,F,2,0,1,0
Curaçao,Import,Ornamental saltwater fish,0,.,0,.,1,0,0,-,0,-,2,0,0,-
Curaçao,Import,"Other aquatic invertebrates, prepared or preserved, nei",0,.,0,.,0,.,7,F,0,-,0,-,6,F
Curaçao,Import,Other seaweeds and aquatic plants and products thereof,0,.,28,F,0,-,0,-,0,-,0,-,0,-
Curaçao,Import,"Oyster meat, prepared or preserved, nei",0,.,0,.,0,.,0,.,129,F,136,F,61,F
Curaçao,Import,"Oysters, live fresh or chilled, nei",0,.,58,F,55,F,0,-,0,-,0,-,0,-
Curaçao,Import,"Oysters, other than live, fresh or chilled, nei",0,.,0,.,0,.,1,0,0,-,0,-,0,-
Curaçao,Import,"Pacific salmons, fresh or chilled",0,.,0,.,0,.,0,.,47,F,5,F,0,-
Curaçao,Import,"Pacific salmons, frozen, nei",0,.,0,.,5,0,6,0,9,F,5,0,27,F
Curaçao,Import,"Plaices, fresh or chilled, nei",0,.,1,0,0,-,0,-,0,-,0,-,0,-
Curaçao,Import,"River eels, prepared or preserved, not minced, nei",0,.,0,.,0,.,1,0,7,F,0,-,13,F
Curaçao,Import,"Rock lobster and other sea crawfish (Palinurus, Panulirus, Jasus), frozen, nei",0,.,14,F,0,-,52,F,10,0,58,F,16,F
Curaçao,Import,"Saithe (=Pollock) fillets, frozen",0,.,0,.,4,F,0,-,0,-,0,-,0,-
Curaçao,Import,"Saithe (=Pollock), fresh or chilled",0,.,22,F,0,-,0,-,0,-,0,-,0,-
Curaçao,Import,"Saithe (=Pollock), frozen",0,.,2,0,0,-,0,-,0,-,0,-,0,-
Curaçao,Import,"Salmon fillets, fresh or chilled",0,.,0,.,100,F,40,F,84,F,110,F,346,F
Curaçao,Import,"Salmon fillets, frozen",0,.,0,.,250,F,22,F,280,F,109,F,318,F
Curaçao,Import,"Salmon nei, not minced, prepared or preserved",0,.,127,F,91,F,7,.,81,F,117,F,41,F
Curaçao,Import,"Salmonoids, fresh or chilled, nei",0,.,0,.,37,F,0,-,17,F,1,0,10,0
Curaçao,Import,"Salmonoids, frozen",0,.,6,F,19,F,9,F,26,F,16,F,3,F
Curaçao,Import,"Salmons, fresh or chilled, nei",0,.,9,F,0,-,0,-,0,-,0,-,0,-
Curaçao,Import,"Salmons, smoked",0,.,201,F,97,F,0,-,0,-,165,F,259,F
Curaçao,Import,"Sardines, sardinellas, brisling or sprats, fresh or chilled",0,.,0,.,0,.,2,F,0,0,0,-,0,-
Curaçao,Import,"Sardines, sardinellas, brisling or sprats, prep. or pres., not minced, nei",0,.,208,F,208,F,80,F,182,F,320,F,241,F
Curaçao,Import,"Scallop meat, prepared or preserved",0,.,0,.,6,0,1,0,8,F,0,-,0,-
Curaçao,Import,"Scallops, live, fresh or chilled, nei",0,.,6,0,0,0,0,0,0,-,0,-,0,-
Curaçao,Import,"Scallops, other than live, fresh or chilled",0,.,42,F,27,F,13,F,6,F,3,0,19,F
Curaçao,Import,"Seabass, fresh or chilled",0,.,0,.,5,0,1,0,10,0,0,-,0,-
Curaçao,Import,"Seabass, frozen",0,.,23,F,0,.,0,.,0,.,3,0,3,0
Curaçao,Import,"Seaweeds and other algae, fit for human consumption, nei",0,.,0,.,3,0,70,F,8,F,34,F,18,F
Curaçao,Import,"Seaweeds and other algae, unfit for human consumption, nei",0,.,0,.,0,.,0,.,0,.,1,0,0,-
Curaçao,Import,"Sharks nei, frozen",0,.,0,.,7,F,0,.,0,0,0,-,0,-
Curaçao,Import,"Shrimps and prawns, frozen, nei",0,.,2241,F,0,-,0,-,81,F,1,0,1,F
Curaçao,Import,"Shrimps and prawns, not frozen, nei",0,.,61,F,0,.,0,.,0,0,0,-,0,-
Curaçao,Import,"Shrimps and prawns, other than coldwater, frozen",0,.,0,.,129,F,24,F,1478,F,770,F,1268,F
Curaçao,Import,"Shrimps and prawns, other than coldwater, not frozen",0,.,0,.,6,0,0,.,6,0,0,0,0,0
Curaçao,Import,"Shrimps and prawns, prep. or pres., in airtight containers",0,.,0,.,5,F,25,F,3,0,3,0,0,-
Curaçao,Import,"Shrimps and prawns, prep. or pres., not in airtight containers",0,.,0,.,79,F,32,F,28,F,37,F,0,0
Curaçao,Import,"Shrimps, prawns, prepared or preserved, nei",0,.,199,F,0,-,0,-,0,-,0,0,0,0
Curaçao,Import,"Skipjack tuna, frozen",0,.,0,.,18,F,0,-,5,F,18,F,0,-
Curaçao,Import,"Sockeye salmon (red salmon)(Oncorhynchus nerka), frozen",0,.,59,F,10,F,92,F,3,0,0,0,3,0
Curaçao,Import,"Soles, fresh or chilled, nei",0,.,31,F,33,F,25,F,100,F,12,F,0,-
Curaçao,Import,"Soles, frozen, nei",0,.,16,F,9,F,0,-,0,-,0,-,0,-
Curaçao,Import,"Swordfish fillets, frozen",0,.,0,.,0,.,0,.,4,0,54,F,0,-
Curaçao,Import,"Tilapia fillets, fresh or chilled",0,.,0,.,0,.,48,F,3,F,0,-,0,-
Curaçao,Import,"Tilapia fillets, frozen",0,.,0,.,122,F,220,F,8,F,96,F,14,F
Curaçao,Import,"Tilapias, catfish, carp, eels, Nile perch and snakeheads  meat, frozen",0,.,0,.,0,.,0,.,0,.,0,.,4,F
Curaçao,Import,"Tilapias, fresh or chilled",0,.,0,.,0,.,0,.,0,0,0,-,7,F
Curaçao,Import,"Tilapias, frozen",0,.,0,.,39,F,16,F,44,F,20,F,0,-
Curaçao,Import,"Trout fillets, frozen",0,.,0,.,12,F,0,-,0,-,0,-,0,-
Curaçao,Import,"Trouts and chars, fresh or chilled",0,.,1,0,3,0,7,F,0,-,0,-,9,F
Curaçao,Import,"Trouts and chars, frozen",0,.,1,0,0,.,0,.,0,.,0,.,4,F
Curaçao,Import,"Trouts and chars, smoked",0,.,0,.,10,F,158,F,0,-,0,0,0,0
Curaçao,Import,"Tuna loins and fillets, frozen",0,.,0,.,28,F,0,-,97,F,143,F,2,0
Curaçao,Import,"Tunas nei, frozen",0,.,38,F,37,F,7,F,34,F,8,F,9,F
Curaçao,Import,"Tunas prepared or preserved, not minced, nei",0,.,407,F,460,F,95,F,577,F,625,F,869,F
Curaçao,Import,"Yellowfin tuna, frozen, nei",0,.,13,F,3,0,0,-,0,-,4,0,18,F
Dominica,Export,"Bigeye tuna, fresh or chilled",0,.,5,0,0,-,0,-,0,-,0,-,0,-
Dominica,Export,Caviar,0,.,0,.,0,.,2,F,1,F,0,-,0,-
Dominica,Export,"Cods, fresh or chilled, nei",0,.,1,0,0,-,0,-,0,-,0,-,0,-
Dominica,Export,Eels and elvers live,0,.,0,.,0,.,0,.,1,F,3,F,0,F
Dominica,Export,"Fish, crustacean and mollusc products, unfit for human consumption nei",0,.,0,.,0,.,0,.,0,.,0,.,42,F
Dominica,Export,"Fishmeals, nei",0,.,0,.,0,.,0,.,0,.,36,F,0,-
Dominica,Export,"Herrings nei, smoked",0,.,0,.,0,.,0,.,0,.,0,.,2,F
Dominica,Export,Miscellaneous corals and shells,0,.,0,.,0,.,2,F,0,-,0,-,0,-
Dominica,Export,Ornamental freshwater fish,0,.,0,.,0,.,3,F,0,F,0,-,0,-
Dominica,Export,Ornamental saltwater fish,0,.,0,.,0,.,0,F,0,.,0,.,5,F
Dominica,Export,"Sea-cucumber, dried, salted or in brine",0,.,6,0,0,-,0,-,0,-,0,-,0,-
Dominica,Import,"Alaska pollock, frozen",0,.,0,.,0,.,0,.,108,F,0,-,0,-
Dominica,Import,"American/European lobsters (Homarus spp.), nei, frozen",4,0,0,.,0,.,0,.,7,F,0,F,0,-
Dominica,Import,"American/European lobsters (Homarus spp.), not frozen",0,.,4,0,0,-,0,-,0,-,0,-,0,-
Dominica,Import,"Atlantic salmon and Danube salmon, frozen",1,0,0,.,0,.,0,.,0,.,21,F,0,-
Dominica,Import,"Carps, eels and snakeheads, fillets, frozen",0,.,0,.,0,.,0,.,0,.,1,F,0,-
Dominica,Import,"Catfish fillets, frozen",0,.,0,.,0,.,0,.,396,F,0,-,0,-
Dominica,Import,Caviar and caviar substitutes,0,0,0,-,1,0,0,-,0,-,0,-,0,-
Dominica,Import,"Cod nei fillets, dried, salted or in brine",0,.,2,0,0,.,10,F,0,-,11,F,0,-
Dominica,Import,"Cods nei, dried,  whether or not salted",411,.,183,F,439,F,422,F,11,F,230,F,0,-
Dominica,Import,"Cods nei, frozen",0,.,0,.,0,.,0,.,0,.,361,F,0,-
Dominica,Import,"Crab meat nei, prepared or preserved",1,0,0,-,1,0,0,-,0,-,0,-,0,-
Dominica,Import,"Crabs nei, frozen",1,0,2,0,0,-,0,-,0,-,0,-,0,-
Dominica,Import,"Crustaceans nei, frozen",0,0,2,0,0,-,0,-,0,-,0,-,0,-
Dominica,Import,"Crustaceans nei, prepared or preserved",0,-,0,-,1,0,0,-,0,-,0,-,0,-
Dominica,Import,"Crustaceans, fresh, chilled or boiled in water, nei",4,.,0,-,0,0,0,-,0,-,0,-,0,-
Dominica,Import,"Cuttlefish and squid, other than live, fresh or chilled",0,.,4,0,0,.,9,F,0,F,0,-,0,-
Dominica,Import,"Cuttlefish and squid, prepared or preserved",0,.,0,.,0,.,0,F,0,.,0,F,1,F
Dominica,Import,"Cuttlefishes and squids, live, fresh or chilled, nei",3,0,0,-,0,-,0,-,0,-,0,-,0,-
Dominica,Import,"Cuttlefishes, frozen",1,.,0,-,1,0,0,-,0,-,0,-,0,-
Dominica,Import,"Fingers, sticks, prepared with minced fish",0,.,3,F,0,-,0,-,0,-,11,F,0,-
Dominica,Import,"Fish dried, whether or not salted, nei",342,.,625,F,448,F,879,F,812,F,1110,F,505,F
Dominica,Import,"Fish fillets, dried, salted or in brine, nei",0,.,4,F,0,-,0,-,0,-,0,-,0,-
Dominica,Import,"Fish fillets, fresh or chilled, nei",0,0,13,F,0,.,9,F,9,F,1,F,12,F
Dominica,Import,"Fish fillets, frozen, nei",27,.,44,F,5,.,13,F,50,F,0,.,73,F
Dominica,Import,"Fish live, nei",0,-,0,-,4,.,0,-,0,-,0,-,0,-
Dominica,Import,"Fish liver oils, nei",0,0,0,-,64,.,0,-,0,-,0,-,0,-
Dominica,Import,"Fish meat, whether or not minced nei, fresh or chilled",0,.,0,.,0,.,2,F,0,-,0,-,0,-
Dominica,Import,"Fish meat, whether or not minced, frozen, nei",1,0,0,.,2,0,0,.,0,.,0,.,91,F
Dominica,Import,"Fish minced nei, in airtight containers prepared or preserved",0,.,0,.,0,.,0,.,0,.,29,F,0,-
Dominica,Import,"Fish minced nei, prepared or preserved",10,.,37,F,18,F,2,F,34,F,3,F,2,F
Dominica,Import,"Fish nei, prepared or preserved, not minced",1,0,21,F,3,0,0,F,0,-,0,-,0,-
Dominica,Import,"Fish nei, salted or in brine",4,.,0,.,1,0,0,.,39,F,3,F,0,-
Dominica,Import,"Fish nei, smoked",0,0,0,-,1,0,0,-,0,-,0,-,0,-
Dominica,Import,"Fish waste, nei",6,.,0,-,2,0,0,-,0,-,0,-,0,-
Dominica,Import,"Fish, crustacean and mollusc products, unfit for human consumption nei",0,.,0,.,0,.,0,.,7,F,7,F,71,F
Dominica,Import,"Fish, frozen, nei",10,.,12,F,35,F,12,F,59,F,3,F,0,-
Dominica,Import,"Fishmeal fit for human consumption, nei",0,.,0,.,4,0,3,F,0,-,0,-,0,-
Dominica,Import,"Flatfish, fresh or chilled, nei",4,0,0,-,1,0,0,-,0,-,0,-,0,-
Dominica,Import,"Gadiformes, fillets, dried, salted or in brine, not smoked",0,.,0,.,0,.,0,.,38,F,0,-,0,-
Dominica,Import,"Hakes, salted or in brine",0,.,3,F,0,-,0,-,0,-,0,-,0,-
Dominica,Import,"Halibuts nei, frozen",0,.,0,.,0,.,0,.,647,F,0,-,0,-
Dominica,Import,"Herring, salted or in brine",0,.,0,0,7,0,0,-,0,-,0,F,0,-
Dominica,Import,"Herrings nei, smoked",132,.,227,F,110,F,205,F,128,F,149,F,154,F
Dominica,Import,"Herrings prepared or preserved, not minced, nei",1,.,0,-,0,0,0,-,0,-,0,-,0,-
Dominica,Import,"Herrings, dried, whether or not salted",0,.,0,.,0,.,22,F,11,F,0,-,0,-
Dominica,Import,"Jack and horse mackerel prepared or preserved, not minced",0,.,53,F,0,-,0,-,105,F,57,F,111,F
Dominica,Import,"Lobsters nei, frozen",0,.,0,.,0,.,0,.,0,.,0,.,2,F
Dominica,Import,"Mackerel prepared or preserved, not minced, nei",220,F,16,F,183,F,115,F,445,F,30,F,78,F
Dominica,Import,"Mackerels nei, frozen",3,.,0,-,1,0,0,-,0,-,0,-,0,-
Dominica,Import,"Mackerels nei, salted or in brine",0,.,3,F,0,-,4,F,0,-,6,F,8,F
Dominica,Import,"Mackerels, smoked",0,.,0,.,0,.,13,F,43,F,0,.,46,F
Dominica,Import,"Marine fish nei, prepared or preserved, not minced",0,.,0,0,0,-,0,-,0,-,0,F,1,F
Dominica,Import,"Marine fish, frozen, nei",0,.,0,.,0,.,2,F,0,-,0,-,0,-
Dominica,Import,"Molluscs and other aq. invertebrates, prep. or pres., nei",1,0,0,-,3,0,0,-,0,-,0,-,0,-
Dominica,Import,"Molluscs nei, frozen",1,0,0,-,0,0,0,-,0,-,0,-,0,-
Dominica,Import,"Molluscs nei, prepared or preserved",0,.,0,.,0,.,0,.,75,F,0,-,0,-
Dominica,Import,"Mussels nei, other than live, fresh or chilled",4,.,2,0,4,F,1,F,0,-,0,-,0,F
Dominica,Import,Natural sponges raw,0,.,0,.,0,.,0,.,4,F,0,-,0,-
Dominica,Import,"Nile perch (Lates niloticus) and snakeheads (Channa spp.), frozen",0,.,0,.,0,.,0,.,30,F,0,-,0,-
Dominica,Import,"Nile perch fillets, frozen",0,.,0,.,0,.,0,.,159,F,146,F,0,-
Dominica,Import,"Octopus, live, fresh or chilled",1,0,0,-,0,-,0,-,0,-,0,-,0,-
Dominica,Import,"Octopus, other than live, fresh or chilled",0,0,2,0,1,0,0,F,0,F,0,F,0,-
Dominica,Import,Ornamental fish nei,0,.,8,0,0,-,0,-,0,-,0,-,0,-
Dominica,Import,Ornamental saltwater fish,1,.,0,.,3,0,10,.,0,.,0,.,0,.
Dominica,Import,"Other aquatic invertebrates, prepared or preserved, nei",0,.,0,.,0,.,0,.,0,.,0,F,1,F
Dominica,Import,Other seaweeds and aquatic plants and products thereof,11,.,1,F,3,0,0,-,0,-,0,-,0,-
Dominica,Import,"Oysters, live fresh or chilled, nei",0,0,0,.,0,0,0,.,0,.,0,.,3,F
Dominica,Import,"Pacific salmons, frozen, nei",1,0,0,-,1,0,0,-,0,-,0,-,0,-
Dominica,Import,"Pilchards (Sardinops spp.), prep. or pres., not minced, nei",280,.,0,.,326,.,120,F,0,.,677,F,72,F
Dominica,Import,"Saithe (= Pollock), salted or in brine",0,.,108,F,0,-,38,F,0,-,0,-,0,-
Dominica,Import,"Salmon fillets, frozen",0,.,0,.,0,.,0,.,28,F,36,F,0,F
Dominica,Import,"Salmon nei, not minced, in oil, prepared or preserved",0,.,0,.,0,.,0,.,0,.,0,.,12,F
Dominica,Import,"Salmon nei, not minced, prepared or preserved",7,.,0,.,6,0,1,F,0,-,0,-,0,-
Dominica,Import,"Salmonoids, fresh or chilled, nei",0,0,0,.,2,0,6,F,0,-,0,-,0,-
Dominica,Import,"Salmonoids, frozen",2,0,0,-,1,0,0,-,0,-,0,-,0,-
Dominica,Import,"Salmons, smoked",4,0,0,.,1,0,7,F,2,F,0,.,3,F
Dominica,Import,"Sardines, sardinellas, brisling or sprats, prep. or pres., not minced, nei",0,.,0,.,0,.,9,F,71,F,0,F,1,F
Dominica,Import,"Scallops, other than live, fresh or chilled",1,0,2,0,0,-,3,F,1,F,0,-,2,F
Dominica,Import,"Seabass, frozen",0,.,0,.,0,.,0,.,5,F,0,-,0,-
Dominica,Import,"Shrimps and prawns, frozen, nei",45,.,119,F,49,F,66,F,3,F,0,-,0,-
Dominica,Import,"Shrimps and prawns, other than coldwater, frozen",0,.,0,.,0,.,0,.,8,F,19,F,175,F
Dominica,Import,"Shrimps and prawns, other than coldwater, not frozen",0,.,0,.,0,.,0,.,0,.,19,F,8,F
Dominica,Import,"Shrimps and prawns, prep. or pres., in airtight containers",0,.,0,.,0,.,0,.,3,F,1,F,2,F
Dominica,Import,"Shrimps, prawns, prepared or preserved, nei",59,.,68,F,60,F,3,F,0,.,0,.,3,F
Dominica,Import,"Skipjack prepared or preserved, not minced, nei",0,.,0,.,0,.,0,.,0,.,61,F,491,F
Dominica,Import,"Stromboid conchs, frozen",0,-,0,-,6,.,0,-,0,-,0,-,0,-
Dominica,Import,"Stromboid conchs, live, fresh or chilled",0,.,0,.,0,.,0,.,6,F,0,-,0,-
Dominica,Import,"Tilapias, frozen",0,.,0,.,0,.,0,.,294,F,0,.,128,F
Dominica,Import,"Tunas nei, frozen",1,0,0,.,3,0,0,.,3,F,0,-,0,-
Dominica,Import,"Tunas prepared or preserved, not minced, in airtight containers",0,.,0,.,0,.,0,.,0,.,234,F,46,F
Dominica,Import,"Tunas prepared or preserved, not minced, nei",236,.,624,F,333,F,187,F,11,F,6,F,87,F
Dominica,Reexports,"Tunas prepared or preserved, not minced, nei",0,-,0,-,56,.,0,-,0,-,0,-,0,-
Dominican Republic,Export,Agar agar nei,0,-,0,-,24,.,6,.,8,.,5,.,4,.
Dominican Republic,Export,"American/European lobsters (Homarus spp.), nei, frozen",0,.,0,.,5,0,1,0,89,.,61,.,13,.
Dominican Republic,Export,"Anchovies, prepared or preserved, not minced",0,.,0,.,0,0,0,-,1,0,1,0,0,0
Dominican Republic,Export,"Anchovies, salted or in brine",0,.,0,.,0,.,0,.,1,0,0,0,0,0
Dominican Republic,Export,"Atlantic (Thunnus thynnus), Pacific (T.orientalis) bluefin tuna, live",0,.,0,.,0,.,0,.,0,.,0,.,1,0
Dominican Republic,Export,"Atlantic (Thunnus thynnus)and Pacific (Thunnus orientalis) bluefin tuna, fresh or chilled",0,.,0,.,0,.,0,0,0,-,1,0,0,0
Dominican Republic,Export,Carps live,0,.,11,.,0,.,0,.,0,.,0,.,28,.
Dominican Republic,Export,"Carps, eels and snakeheads, fillets, fresh or chilled",0,.,0,.,0,.,1,0,5,.,250,F,6,.
Dominican Republic,Export,"Clams, cockles, arkshells, etc., prep. or pres., nei",0,.,0,.,0,.,0,.,0,.,2,0,0,-
Dominican Republic,Export,"Cods nei, dried,  whether or not salted",767,.,2605,.,0,0,0,0,6,.,284,.,129,.
Dominican Republic,Export,"Cods nei, frozen",0,.,0,.,12,.,0,-,0,-,0,-,0,-
Dominican Republic,Export,"Cods, fresh or chilled, nei",0,.,0,.,442,.,360,.,985,.,1511,.,1183,.
Dominican Republic,Export,"Cold-water shrimps and prawns (Pandalus spp., Crangon spp.), not frozen",0,.,0,.,2,0,0,-,0,-,0,0,0,-
Dominican Republic,Export,"Cold-water shrimps and prawns (Pandalus spp., Crangon spp.), whether in shell or not, frozen",0,.,0,.,2,0,3,0,0,-,154,.,132,.
Dominican Republic,Export,Coral and the like,151,.,8,.,0,0,0,-,0,-,0,-,0,-
Dominican Republic,Export,"Crab meat nei, prepared or preserved",10,.,12,.,0,-,0,-,0,-,0,-,0,-
Dominican Republic,Export,"Crabs nei, frozen",0,.,1,0,6,.,2,0,0,-,5,.,0,0
Dominican Republic,Export,"Crabs, not frozen",3,.,0,-,0,-,1,0,121,F,12,.,0,0
Dominican Republic,Export,"Crabs, peeled or not, fresh or chilled, nei",0,-,1,.,0,-,0,-,0,-,0,-,0,-
Dominican Republic,Export,"Crustaceans nei, frozen",0,.,0,.,7,0,107,.,10,.,244,.,40,.
Dominican Republic,Export,"Crustaceans nei, prepared or preserved",9,.,0,-,3,.,6,.,7,.,0,0,11,.
Dominican Republic,Export,"Cuttlefish and squid, other than live, fresh or chilled",0,.,0,.,36,.,1,0,0,0,0,0,0,-
Dominican Republic,Export,"Cuttlefishes and squids, live, fresh or chilled, nei",0,-,0,-,0,0,1,0,0,0,2,0,9,.
Dominican Republic,Export,"Dolphinfishes, frozen",0,.,0,.,0,.,28,.,0,-,0,-,0,-
Dominican Republic,Export,Eels and elvers live,0,.,55,.,96,.,962,.,1400,.,1462,F,1538,.
Dominican Republic,Export,"Eels, fresh or chilled",0,.,0,.,0,.,0,.,176,F,712,F,274,F
Dominican Republic,Export,"Eels, frozen",0,0,2,0,0,-,0,-,0,-,0,-,0,-
Dominican Republic,Export,"Fish body oils, nei",0,.,0,0,25,.,1,0,0,-,3,.,3,0
Dominican Republic,Export,"Fish fillets, fresh or chilled, nei",65,.,42,.,0,-,0,-,0,-,0,-,0,-
Dominican Republic,Export,"Fish meat, whether or not minced, frozen, nei",0,.,0,.,0,0,0,0,1,0,1,0,0,0
Dominican Republic,Export,"Fish nei, prepared or preserved, not minced",0,.,0,.,0,.,45,0,21,.,105,F,105,F
Dominican Republic,Export,"Fish nei, salted or in brine",0,0,8,.,0,-,4,.,1,.,1,0,10,.
Dominican Republic,Export,"Fish nei, smoked",1,0,0,-,0,-,0,-,0,-,5,0,0,-
Dominican Republic,Export,"Fish, fresh or chilled, nei",59,.,215,.,1050,.,134,.,84,.,81,.,3,0
Dominican Republic,Export,"Fish, frozen, nei",0,.,0,.,16,.,0,.,37,.,6,.,0,0
Dominican Republic,Export,"Fishmeals, nei",0,.,0,.,0,.,0,.,2,.,1,.,0,-
Dominican Republic,Export,"Flatfish nei, fillets, fresh or chilled",0,.,0,.,0,.,0,.,0,.,68,F,2,0
Dominican Republic,Export,"Flatfish nei, frozen",0,.,0,.,0,0,42,.,6,.,0,0,1,0
Dominican Republic,Export,"Flatfish, fresh or chilled, nei",0,.,0,.,0,.,1,0,63,.,142,.,74,.
Dominican Republic,Export,"Gadiformes, fresh or chilled, nei",0,.,0,.,0,.,1,0,1,0,0,0,0,-
Dominican Republic,Export,"Halibuts, fresh or chilled, nei",0,.,0,.,110,.,282,.,458,.,138,.,542,.
Dominican Republic,Export,"Herring, salted or in brine",0,.,0,.,10,.,0,-,0,-,0,-,0,-
Dominican Republic,Export,"Herrings nei, smoked",3315,.,7263,.,4224,.,4667,.,7449,.,4397,.,2531,.
Dominican Republic,Export,"Lobsters nei, frozen",2580,.,2988,.,2546,.,2469,.,2249,.,3316,.,2503,.
Dominican Republic,Export,"Mackerel prepared or preserved, not minced, nei",0,.,0,.,0,.,0,.,0,.,2,0,0,0
Dominican Republic,Export,"Meat of tilapias, catfish, carp, eels, nile perch and snakeheads, fresh or chilled",0,.,0,.,0,.,0,.,0,.,67,F,10,0
Dominican Republic,Export,"Miscellaneous molluscs & aq. inver., other than live, fresh or chilled, nei",54,.,61,.,2,0,0,-,0,0,17,.,90,.
Dominican Republic,Export,"Mussels nei, other than live, fresh or chilled",0,.,0,.,29,.,0,0,0,0,0,-,0,-
