Land Area,Trade flow,Commodity,2010,S_2010,2011,S_2011,2012,S_2012,2013,S_2013,2014,S_2014,2015,S_2015,2016,S_2016
Trinidad and Tobago,Export,"Fish fillets, fresh or chilled, nei",31,.,16,F,0,F,1,F,1,F,0,F,0,F
Trinidad and Tobago,Export,"Fish fillets, frozen, nei",44,.,8,F,10,F,35,F,28,F,9,F,15,F
Trinidad and Tobago,Export,"Fish for culture incl. ova, fingerlings etc.",0,.,2,F,1,F,1,F,2,F,1,F,1,F
Trinidad and Tobago,Export,"Fish heads, tail, maws etc., dried, salted, or in brine",0,.,0,.,0,F,1,F,0,F,1,F,0,F
Trinidad and Tobago,Export,"Fish heads, tails, maws, tongues, frozen",0,.,26,F,4,F,9,F,0,-,0,-,0,-
Trinidad and Tobago,Export,"Fish live, nei",0,.,0,0,2,F,0,F,0,F,1,F,0,-
Trinidad and Tobago,Export,"Fish meat, whether or not minced, frozen, nei",208,.,350,F,217,F,178,F,15,F,26,F,2,F
Trinidad and Tobago,Export,"Fish minced nei, prepared or preserved",0,.,0,.,0,.,0,.,0,.,0,.,2,F
Trinidad and Tobago,Export,"Fish nei, salted or in brine",12,.,0,-,0,-,0,-,0,-,0,-,0,-
Trinidad and Tobago,Export,"Fish roes, frozen, nei",0,.,1,F,0,F,0,-,0,-,0,-,0,-
Trinidad and Tobago,Export,"Fish waste, nei",34,.,36,F,13,F,2,F,0,-,0,-,0,-
Trinidad and Tobago,Export,"Fish, fresh or chilled, nei",0,.,0,.,0,.,0,.,390,F,631,F,13,F
Trinidad and Tobago,Export,"Fish, frozen, nei",0,.,0,.,42,F,0,.,29,F,0,.,45,F
Trinidad and Tobago,Export,"Flatfish nei, fillets, fresh or chilled",0,.,0,.,2,F,1,F,7,F,18,F,0,-
Trinidad and Tobago,Export,"Flatfish, fresh or chilled, nei",8,.,0,.,15,F,17,F,15,F,8,F,0,.
Trinidad and Tobago,Export,"Flying fish, fillets, fresh or chilled",0,.,17,F,0,.,7,F,0,F,5,F,0,-
Trinidad and Tobago,Export,"Flyingfishes, fresh or chilled",0,.,8,F,0,-,0,-,0,-,0,-,0,-
Trinidad and Tobago,Export,"Flyingfishes, frozen",0,.,9,F,20,F,70,F,20,F,13,F,0,-
Trinidad and Tobago,Export,"Freshwater fish, nei, fresh or chilled",0,.,2,F,0,.,0,.,0,.,0,.,1,F
Trinidad and Tobago,Export,"Gadiformes, fresh or chilled, nei",0,.,0,.,1,F,0,F,1,F,1,F,1,F
Trinidad and Tobago,Export,"Gadiformes, meat, fresh or chilled, nei",0,.,0,.,2,F,4,F,0,-,0,-,0,-
Trinidad and Tobago,Export,"Grouper, fresh or chilled",0,.,2,F,10,F,30,F,156,F,445,F,422,F
Trinidad and Tobago,Export,"Grouper, frozen",0,.,0,.,0,.,1,F,0,-,0,-,0,-
Trinidad and Tobago,Export,"Hairtails, frozen",0,.,0,.,12,F,0,-,0,-,0,-,0,-
Trinidad and Tobago,Export,"Halibuts nei, frozen",0,.,0,.,0,.,0,.,0,.,11,F,0,-
Trinidad and Tobago,Export,"Herring, salted or in brine",0,.,0,.,0,.,1,F,0,-,0,-,0,-
Trinidad and Tobago,Export,"Herrings nei, frozen",2,.,1,F,0,-,0,-,0,F,0,-,0,-
Trinidad and Tobago,Export,"Herrings nei, smoked",3,.,4,F,4,F,1,F,7,F,1,F,0,0
Trinidad and Tobago,Export,"Jack and horse mackerels, fresh or chilled",0,.,0,.,0,.,0,F,1,F,1,F,0,-
Trinidad and Tobago,Export,"Lobsters, live",0,.,6,F,3,F,0,-,16,F,5,F,8,F
Trinidad and Tobago,Export,"Mackerel prepared or preserved, not minced, nei",2,.,0,.,0,F,0,.,0,.,12,F,19,F
Trinidad and Tobago,Export,"Mackerels nei, frozen",0,.,0,.,4,F,0,-,0,-,1,F,0,-
Trinidad and Tobago,Export,"Mackerels, nei, fresh or chilled",0,.,0,.,0,.,0,F,1,F,1,F,0,-
Trinidad and Tobago,Export,"Marine fish fillets, frozen, nei",0,.,0,.,0,.,0,.,0,.,3,F,0,-
Trinidad and Tobago,Export,"Marine fish meat,whether or not minced nei, fresh or chilled",0,.,1,F,0,F,5,F,3,F,0,F,2,F
Trinidad and Tobago,Export,"Marine fish nei, minced, prepared or preserved",9,.,5,F,7,F,5,F,6,F,0,-,0,-
Trinidad and Tobago,Export,"Marine fish nei, prepared or preserved, not minced",21,.,31,F,20,F,18,F,0,-,0,-,0,-
Trinidad and Tobago,Export,"Marine fish, fresh or chilled, nei",1119,.,727,F,503,F,594,F,289,F,320,F,663,F
Trinidad and Tobago,Export,"Marine fish, frozen, nei",780,.,701,F,577,F,407,F,478,F,849,F,684,F
Trinidad and Tobago,Export,"Marlins, fresh or chilled",0,.,3,F,0,-,0,-,0,-,0,-,0,-
Trinidad and Tobago,Export,"Marlins, frozen",0,.,0,.,17,F,0,-,0,-,0,-,0,-
Trinidad and Tobago,Export,"Miscellaneous coastal fish, nei, frozen",0,.,0,.,0,.,0,.,3,F,0,-,0,-
Trinidad and Tobago,Export,"Miscellaneous coastal fish,nei, fresh or chilled",0,.,0,.,11,F,18,F,8,F,0,-,0,-
Trinidad and Tobago,Export,"Miscellaneous crustaceans, not frozen, nei",29,.,35,F,20,F,30,F,0,-,0,-,0,-
Trinidad and Tobago,Export,"Miscellaneous marine fish fillets, fresh or chilled, nei",0,.,2,F,0,.,0,.,0,.,2,F,3,F
Trinidad and Tobago,Export,"Miscellaneous pelagic fish fillets, frozen, nei",0,.,49,F,8,F,21,F,49,F,9,F,8,F
Trinidad and Tobago,Export,"Miscellaneous pelagic fish, fillets, fresh or chilled, nei",0,.,1,F,0,-,0,-,0,-,0,-,0,-
Trinidad and Tobago,Export,"Molluscs nei, live, fresh or chilled",0,.,0,.,0,.,0,.,0,.,0,.,3,F
Trinidad and Tobago,Export,"Octopus, other than live, fresh or chilled",1,.,4,F,0,-,0,-,0,-,0,-,0,-
Trinidad and Tobago,Export,Other seaweeds and aquatic plants and products thereof,1,.,0,.,0,F,0,F,0,F,0,F,0,-
Trinidad and Tobago,Export,"Perch, fresh or chilled",0,.,0,.,13,F,14,F,0,.,0,.,4,F
Trinidad and Tobago,Export,"Pilchards (Sardinops spp.), prep. or pres., not minced, nei",37,.,34,F,22,F,17,F,10,F,0,-,4,F
Trinidad and Tobago,Export,Preparations of surimi,0,.,0,.,0,.,0,.,4,F,0,-,0,-
Trinidad and Tobago,Export,"Rock lobster and other sea crawfish (Palinurus, Panulirus, Jasus), frozen, nei",0,.,2,F,0,-,0,-,0,-,0,-,0,-
Trinidad and Tobago,Export,"Rock lobster and other sea crawfish, not frozen",0,.,2,F,0,.,0,.,0,.,0,.,1,F
Trinidad and Tobago,Export,"Salmon fillets, fresh or chilled",0,.,0,.,0,.,1,F,0,F,0,-,0,-
Trinidad and Tobago,Export,"Salmonoids fillets, fresh or chilled, nei",0,.,3,F,0,-,0,-,0,-,0,-,0,-
Trinidad and Tobago,Export,"Salmonoids, fresh or chilled, nei",4,.,0,.,0,.,0,.,0,.,0,.,0,F
Trinidad and Tobago,Export,"Salmonoids, frozen",23,.,0,.,0,.,0,.,0,.,0,.,0,F
Trinidad and Tobago,Export,"Sardines, sardinellas, brisling or sprats, frozen",20,.,0,-,0,-,0,-,0,-,0,-,0,-
Trinidad and Tobago,Export,"Sardines, sardinellas, brisling or sprats, prep. or pres., not minced, nei",0,.,0,.,0,.,0,.,35,F,0,F,0,F
Trinidad and Tobago,Export,"Seabass, fresh or chilled",0,.,0,.,82,F,348,F,121,F,0,-,0,-
Trinidad and Tobago,Export,"Seabreams nei, fresh or chilled",0,.,0,.,5,F,1,F,4,F,5,F,5,F
Trinidad and Tobago,Export,"Seaweeds and other algae, fit for human consumption, nei",0,.,0,.,0,F,0,F,0,F,1,F,10,F
Trinidad and Tobago,Export,"Shark fins, dried, unsalted",2,F,4,F,1,F,0,-,0,-,0,-,0,-
Trinidad and Tobago,Export,"Shark fins, dried, whether or not salted, etc.",3,F,5,F,19,F,15,F,15,F,12,F,12,F
Trinidad and Tobago,Export,"Shark fins, frozen",0,.,27,F,464,F,406,F,24,F,50,F,96,F
Trinidad and Tobago,Export,"Shark fins, salted and in brine but not dried or smoked",124,F,328,F,54,F,0,-,0,-,0,-,0,-
Trinidad and Tobago,Export,"Sharks nei, fresh or chilled",1,.,32,F,10,F,15,F,16,F,166,F,19,F
Trinidad and Tobago,Export,"Sharks nei, frozen",24,.,32,F,98,F,3,F,108,F,1,F,54,F
Trinidad and Tobago,Export,"Shrimps and prawns, fresh or chilled, nei",0,.,1,F,0,-,0,-,0,-,0,-,0,-
Trinidad and Tobago,Export,"Shrimps and prawns, frozen, nei",14,.,16,F,1,F,1,F,6,F,1,F,0,-
Trinidad and Tobago,Export,"Shrimps and prawns, not frozen, nei",0,.,0,0,0,F,0,.,0,.,3,F,0,-
Trinidad and Tobago,Export,"Shrimps and prawns, other than coldwater, frozen",0,.,0,.,0,.,0,.,2,F,0,.,1,F
Trinidad and Tobago,Export,"Skipjack tuna, frozen",0,.,0,.,0,.,0,.,2,F,0,-,0,-
Trinidad and Tobago,Export,"Smelt, fresh or chilled",0,.,0,.,0,.,0,.,0,.,119,F,159,F
Trinidad and Tobago,Export,"Snapper, fresh or chilled",0,.,287,F,374,F,683,F,769,F,1191,F,1167,F
Trinidad and Tobago,Export,"Snappers, frozen",0,.,0,.,0,.,9,F,0,.,2,F,1,F
Trinidad and Tobago,Export,"Swordfish meat, frozen",16,.,0,.,0,.,0,.,0,.,0,F,0,-
Trinidad and Tobago,Export,"Swordfish, fresh or chilled",15,.,10,F,6,F,7,F,13,F,8,F,6,F
Trinidad and Tobago,Export,"Swordfish, frozen",65,.,28,F,0,.,0,.,1,F,0,.,1,F
Trinidad and Tobago,Export,"Tilapia fillets, fresh or chilled",0,.,0,.,0,.,0,.,0,.,0,.,50,F
Trinidad and Tobago,Export,"Tilapias, fresh or chilled",0,.,0,.,0,.,0,.,1,F,0,.,3,F
Trinidad and Tobago,Export,"Tuna loins and fillets, fresh or chilled",0,.,9,F,0,-,0,-,0,-,2,F,0,-
Trinidad and Tobago,Export,"Tuna loins and fillets, frozen",0,.,0,.,34,F,17,F,1,F,1,F,1,F
Trinidad and Tobago,Export,"Tunas nei, frozen",62,.,20,F,30,F,0,.,5,F,0,F,14,F
Trinidad and Tobago,Export,"Tunas prepared or preserved, not minced, nei",6,.,18,F,5,F,10,F,4,F,0,F,0,-
Trinidad and Tobago,Export,"Tunas, bonitos, billfishes fillets, fresh or chilled, nei",0,.,16,F,1,F,0,-,5,F,3,F,3,F
Trinidad and Tobago,Export,"Tunas, bonitos, billfishes, nei, minced, prepared or preserved",0,.,0,.,0,.,0,.,1,F,0,-,0,-
Trinidad and Tobago,Export,"Tunas, fresh or chilled, nei",0,.,27,F,4,F,2,F,1,F,1,F,3,F
Trinidad and Tobago,Export,"Turbot fillets, frozen",0,.,0,.,0,.,0,.,0,.,0,.,23,F
Trinidad and Tobago,Export,"Turbots, frozen",0,.,0,.,0,.,0,.,0,.,65,F,0,-
Trinidad and Tobago,Export,"Yellowfin tuna, fresh or chilled",586,.,600,F,690,F,830,F,882,F,894,F,809,F
Trinidad and Tobago,Export,"Yellowfin tuna, frozen, nei",0,.,114,F,78,F,40,F,32,F,44,F,37,F
Trinidad and Tobago,Export,"Yellowfin tuna, heads-off, etc., frozen",0,.,66,F,17,F,0,-,0,-,0,-,0,-
Trinidad and Tobago,Import,Agar agar nei,10,.,17,F,0,.,14,F,0,.,14,F,0,F
Trinidad and Tobago,Import,"Alaska pollock fillets, frozen",0,.,14,F,95,F,22,F,0,.,10,F,21,F
Trinidad and Tobago,Import,"Alaska pollock, frozen",0,.,8,F,12,F,0,.,15,F,0,.,1,F
Trinidad and Tobago,Import,"Alaska pollock, meat, whether or not minced, frozen",0,.,0,0,13,F,0,.,1,F,0,.,1,F
Trinidad and Tobago,Import,"Albacore (=Longfin tuna), fresh or chilled",0,0,2,F,1,F,11,F,0,.,0,.,0,F
Trinidad and Tobago,Import,"Albacore (=Longfin tuna), frozen, nei",0,.,1523,F,1559,F,2580,F,1325,F,1076,F,1470,F
Trinidad and Tobago,Import,"American/European lobsters (Homarus spp.), nei, frozen",3,.,0,.,0,F,1,F,8,F,0,F,1,F
Trinidad and Tobago,Import,"American/European lobsters (Homarus spp.), not frozen",2,.,0,.,0,F,0,-,0,-,0,-,0,-
Trinidad and Tobago,Import,"Anchovies, prepared or preserved, not minced",2,.,0,.,0,.,16,F,0,-,0,-,0,-
Trinidad and Tobago,Import,"Atlantic and Danube salmons, fresh or chilled",0,.,16,F,5,F,1,F,11,F,0,.,4,F
Trinidad and Tobago,Import,"Atlantic salmon and Danube salmon, frozen",108,.,115,F,0,F,0,.,0,.,1,F,5,F
Trinidad and Tobago,Import,"Balls, cakes, sausages, etc.prepared from minced fish",0,.,13,F,3,F,35,F,39,F,39,F,21,F
Trinidad and Tobago,Import,"Bigeye tuna, frozen, nei",0,.,7,F,7,F,7,F,28,F,0,-,3,F
Trinidad and Tobago,Import,"Carps, eels and snakeheads, fillets, frozen",0,.,0,.,17,F,0,F,0,.,9,F,1,F
Trinidad and Tobago,Import,"Catfish fillets, fresh or chilled",0,.,0,.,33,F,0,.,0,.,0,.,1,F
Trinidad and Tobago,Import,"Catfish fillets, frozen",0,.,0,.,194,F,192,F,252,F,306,F,294,F
Trinidad and Tobago,Import,"Catfish, frozen",0,.,0,.,0,.,0,.,0,.,3,F,0,-
Trinidad and Tobago,Import,Caviar and caviar substitutes,1,.,0,-,0,-,0,-,0,-,0,-,0,-
Trinidad and Tobago,Import,"Clams, cockles, arkshells, etc., prep. or pres., nei",0,.,0,.,17,F,19,F,1,F,0,F,0,F
Trinidad and Tobago,Import,"Clams, cockles, arkshells, other than live, fresh or chilled",0,.,0,.,0,.,0,.,0,.,0,.,2,F
Trinidad and Tobago,Import,"Clams, shucked or not, other than live, fresh or chilled",0,.,0,.,0,.,0,.,0,.,1,F,0,-
Trinidad and Tobago,Import,Cod liver oil,0,.,0,.,3,F,0,-,8,F,0,-,0,-
Trinidad and Tobago,Import,"Cod nei fillets, dried, salted or in brine",0,.,0,0,39,F,90,F,0,-,56,F,0,-
Trinidad and Tobago,Import,"Cod nei, fillets, frozen",0,.,0,0,1,F,1,F,1,F,1,F,0,-
Trinidad and Tobago,Import,"Cods nei, dried,  whether or not salted",20,.,5,F,3,F,19,F,0,-,34,F,2,F
Trinidad and Tobago,Import,"Cods nei, frozen",0,.,0,.,2,F,3,F,13,F,9,F,0,F
Trinidad and Tobago,Import,"Cods nei, salted or in brine",0,.,20,F,0,-,0,-,0,-,0,-,0,-
Trinidad and Tobago,Import,"Cold-water shrimps and prawns (Pandalus spp., Crangon spp.), whether in shell or not, frozen",0,.,0,.,11,F,15,F,400,F,323,F,128,F
Trinidad and Tobago,Import,"Common sole, frozen",0,.,0,.,0,.,0,.,22,F,0,.,0,F
Trinidad and Tobago,Import,Coral and the like,0,.,0,.,0,F,0,F,3,F,0,F,0,F
Trinidad and Tobago,Import,"Crab meat nei, prepared or preserved",16,.,13,F,18,F,1,F,5,F,2,F,10,F
Trinidad and Tobago,Import,"Crab meat, frozen",0,.,0,0,2,F,2,F,3,F,2,F,1,F
Trinidad and Tobago,Import,"Crabs nei, frozen",28,.,3,F,1,F,6,F,9,F,3,F,16,F
Trinidad and Tobago,Import,"Crabs, not frozen",0,0,8,F,4,F,13,F,11,F,22,F,9,F
Trinidad and Tobago,Import,"Crayfish (freshwater), frozen",0,.,0,.,5,F,28,F,0,-,0,-,0,-
Trinidad and Tobago,Import,"Crustaceans nei, frozen",8,.,0,0,2,F,5,F,1,F,9,F,16,F
Trinidad and Tobago,Import,"Cuttlefish and squid, other than live, fresh or chilled",73,.,12,F,24,F,20,F,24,F,101,F,29,F
Trinidad and Tobago,Import,"Cuttlefish and squid, prepared or preserved",0,.,0,.,18,F,2,F,0,.,17,F,27,F
Trinidad and Tobago,Import,Cuttlefish bones,0,.,0,.,0,.,0,.,0,.,1,F,0,-
Trinidad and Tobago,Import,"Cuttlefishes, other than live, fresh or chilled",0,.,0,.,0,F,12,F,0,.,5,F,4,F
Trinidad and Tobago,Import,"Eels, fresh or chilled",0,.,0,.,0,.,0,.,2,F,0,-,0,-
Trinidad and Tobago,Import,"Eels, frozen",0,0,5,F,0,.,0,.,2,F,0,F,0,-
Trinidad and Tobago,Import,"European sardine, frozen",0,.,0,.,0,.,0,.,0,.,0,.,72,F
Trinidad and Tobago,Import,"Fingers, sticks, prepared with minced fish",0,.,1,F,1,F,1,F,14,F,68,F,11,F
Trinidad and Tobago,Import,"Fish body oils, nei",1,.,6,F,9,F,8,F,6,F,1,F,13,F
Trinidad and Tobago,Import,"Fish dried, whether or not salted, nei",1640,F,1851,F,989,F,1127,F,1045,F,557,F,584,F
Trinidad and Tobago,Import,"Fish fillets, dried, salted or in brine, nei",77,.,73,F,51,F,7,F,0,-,37,F,0,-
Trinidad and Tobago,Import,"Fish fillets, fresh or chilled, nei",20,.,374,F,316,F,409,F,501,F,310,F,52,F
Trinidad and Tobago,Import,"Fish fillets, frozen, nei",587,.,282,F,26,F,72,F,114,F,56,F,33,F
Trinidad and Tobago,Import,"Fish fillets, prep. or pres, incl. raw, coated in batter or breadcrum, cooked or not, frozen",0,.,24,F,1,F,43,F,38,F,29,F,10,F
Trinidad and Tobago,Import,"Fish for culture incl. ova, fingerlings etc.",0,.,0,.,0,.,34,F,11,F,0,F,0,-
Trinidad and Tobago,Import,"Fish liver oils, nei",6,.,7,F,0,.,6,F,0,F,0,-,0,-
Trinidad and Tobago,Import,"Fish meat, whether or not minced, frozen, nei",117,.,78,F,87,F,56,F,142,F,151,F,186,F
Trinidad and Tobago,Import,"Fish minced nei, prepared or preserved",55,.,36,F,10,F,0,F,2,F,3,F,21,F
Trinidad and Tobago,Import,"Fish nei, prepared or preserved, not minced",59,.,0,0,10,F,43,F,59,F,3,F,65,F
Trinidad and Tobago,Import,"Fish nei, salted or in brine",25,.,0,.,1,F,0,.,4,F,0,-,0,-
Trinidad and Tobago,Import,"Fish nei, smoked",0,0,371,F,14,F,15,F,11,F,13,F,9,F
Trinidad and Tobago,Import,"Fish not minced, prep. or pres., not in airtight containers",0,.,0,.,0,.,0,.,0,.,18,F,0,-
Trinidad and Tobago,Import,"Fish roes, frozen, nei",0,.,0,.,0,.,0,F,3,F,0,F,0,-
Trinidad and Tobago,Import,"Fish waste, nei",118,.,30,F,32,F,20,F,30,F,75,F,20,F
Trinidad and Tobago,Import,"Fish, crustacean and mollusc products, unfit for human consumption nei",0,.,0,.,0,.,0,.,0,.,0,F,2,F
Trinidad and Tobago,Import,"Fish, fresh or chilled, nei",0,.,0,.,0,.,0,.,0,.,1,F,4,F
Trinidad and Tobago,Import,"Fish, frozen, nei",1201,.,423,F,67,F,115,F,1022,F,2347,F,1229,F
Trinidad and Tobago,Import,"Fishmeal fit for human consumption, nei",0,0,15,F,0,.,0,.,0,.,176,F,3,F
Trinidad and Tobago,Import,"Fishmeals, nei",5,.,32,F,267,F,507,F,25,F,40,F,1435,F
Trinidad and Tobago,Import,"Flatfish nei, fillets, frozen",0,.,0,.,1,F,1,F,0,-,0,-,0,-
Trinidad and Tobago,Import,"Flatfish nei, frozen",0,0,42,F,0,-,0,-,0,-,0,-,0,-
Trinidad and Tobago,Import,"Flatfish, fresh or chilled, nei",1,.,0,-,0,-,0,-,0,-,0,-,0,-
Trinidad and Tobago,Import,"Flying fish, fillets, fresh or chilled",0,.,4,F,0,-,5,F,0,-,0,-,0,-
Trinidad and Tobago,Import,"Gadiformes fillets, fresh or chilled, nei",0,.,0,.,4,F,0,-,0,-,0,-,0,-
Trinidad and Tobago,Import,"Gadiformes fillets, frozen, nei",0,.,0,.,0,F,3,F,0,-,0,-,0,-
Trinidad and Tobago,Import,"Gadiformes nei, frozen",0,.,0,.,0,.,169,F,163,F,50,F,0,-
Trinidad and Tobago,Import,"Gadiformes, fillets, dried, salted or in brine, not smoked",0,.,0,.,364,F,462,F,611,F,870,F,675,F
Trinidad and Tobago,Import,"Greenland halibut, frozen",0,.,0,.,0,F,0,.,250,F,0,-,0,-
Trinidad and Tobago,Import,"Haddock fillets, frozen",0,.,0,.,0,F,1,F,0,-,0,-,0,-
Trinidad and Tobago,Import,"Haddock, fresh or chilled",0,.,0,.,0,.,2,F,0,-,0,-,0,-
Trinidad and Tobago,Import,"Haddock, frozen",0,.,0,.,0,.,0,.,5,F,0,-,0,-
Trinidad and Tobago,Import,"Hake nei fillets, frozen",0,.,0,.,0,.,1,F,0,.,3,F,0,-
Trinidad and Tobago,Import,"Hakes, salted or in brine",0,.,0,.,3,F,0,-,0,-,23,F,0,-
Trinidad and Tobago,Import,"Halibuts nei, frozen",0,.,10,F,0,.,0,.,85,F,0,-,0,-
Trinidad and Tobago,Import,"Halibuts, liver oils",0,.,0,.,0,.,0,.,0,.,4,F,0,-
Trinidad and Tobago,Import,"Herring nei, fillets, frozen",0,.,6,F,0,-,0,-,0,-,0,-,0,-
Trinidad and Tobago,Import,Herring oil,0,.,1,F,6,F,0,-,0,-,0,-,0,-
Trinidad and Tobago,Import,"Herring roes, cured",0,.,0,.,0,.,9,F,0,-,0,-,0,-
Trinidad and Tobago,Import,"Herrings nei, smoked",528,.,599,F,635,F,830,F,728,F,753,F,700,F
Trinidad and Tobago,Import,"Herrings prepared or preserved, not minced, nei",23,.,37,F,39,F,34,F,27,F,0,.,0,F
Trinidad and Tobago,Import,"Herrings, not minced, prep. or pres. in airtight containers, nei",0,.,0,.,0,.,0,.,0,.,5,F,31,F
Trinidad and Tobago,Import,"Jack and horse mackerel prepared or preserved, not minced",0,.,0,.,0,.,0,.,0,.,11,F,0,-
Trinidad and Tobago,Import,"Jack and horse mackerel, frozen",0,.,0,.,0,.,0,.,0,.,1,F,0,-
Trinidad and Tobago,Import,"King crab, nei, frozen",0,.,0,0,0,-,0,-,0,-,1,F,0,-
Trinidad and Tobago,Import,"Laver, nei",0,.,2,F,0,F,0,F,0,F,0,F,1,F
Trinidad and Tobago,Import,"Livers, roes, milt, dried, salted or in brine, nei",0,.,27,F,0,.,2,F,0,-,0,-,0,-
Trinidad and Tobago,Import,"Lobster tails or meat, prep. or pres.",3,.,11,F,5,F,9,F,3,F,8,F,7,F
Trinidad and Tobago,Import,"Lobsters nei, frozen",0,.,0,.,0,.,0,.,0,.,1,F,3,F
Trinidad and Tobago,Import,"Mackerel prepared or preserved, not minced, nei",301,.,309,F,367,F,340,F,403,F,312,F,354,F
Trinidad and Tobago,Import,"Mackerel, dried, whether or not salted, but not smoked",0,.,44,F,30,F,11,F,0,-,11,F,0,-
Trinidad and Tobago,Import,"Mackerels nei, frozen",57,.,188,F,1481,F,222,F,0,.,54,F,125,F
Trinidad and Tobago,Import,"Mackerels nei, salted or in brine",0,.,0,.,6,F,12,F,0,.,0,.,3,F
Trinidad and Tobago,Import,"Mackerels, nei, fresh or chilled",5,.,10,F,0,.,0,.,3,F,0,-,0,-
Trinidad and Tobago,Import,"Marine fish fillets, frozen, nei",0,.,0,0,2,F,0,F,0,-,0,F,0,-
Trinidad and Tobago,Import,"Marine fish nei, prepared or preserved, not minced",0,.,0,.,0,.,0,.,0,.,17,F,0,-
Trinidad and Tobago,Import,"Marine fish, fresh or chilled, nei",0,0,58,F,161,F,248,F,963,F,299,F,450,F
Trinidad and Tobago,Import,"Marine fish, frozen, nei",0,.,0,.,54,F,0,F,141,F,707,F,0,-
Trinidad and Tobago,Import,"Marlins, frozen",0,.,4,F,17,F,17,F,2,F,23,F,41,F
Trinidad and Tobago,Import,"Miscellaneous coastal fish, nei, frozen",0,.,0,0,0,.,0,.,1,F,2,F,1,F
Trinidad and Tobago,Import,"Miscellaneous coastal fishes fillets, frozen,  nei",0,.,0,.,0,.,0,.,21,F,63,F,57,F
Trinidad and Tobago,Import,Miscellaneous corals and shells,51,.,2,F,2,F,12,F,0,-,0,-,0,-
Trinidad and Tobago,Import,"Miscellaneous crustaceans, not frozen, nei",5,.,0,0,0,F,1,F,0,F,3,F,1,F
Trinidad and Tobago,Import,"Miscellaneous demersal fish, nei, frozen",0,.,0,.,0,.,0,.,11,F,0,.,52,F
Trinidad and Tobago,Import,"Miscellaneous marine fish, salted or in brine, nei",0,.,0,.,0,.,5,F,0,-,20,F,0,-
Trinidad and Tobago,Import,"Miscellaneous molluscs & aq. inver., other than live, fresh or chilled, nei",1,.,311,F,523,F,81,F,0,-,0,-,0,-
Trinidad and Tobago,Import,"Miscellaneous molluscs, other than live, fresh or chilled, nei",0,.,0,.,0,.,0,.,0,.,10,F,0,-
Trinidad and Tobago,Import,"Miscellaneous pelagic fish fillets, frozen, nei",0,.,24,F,0,.,0,.,6,F,0,-,0,-
Trinidad and Tobago,Import,"Miscellaneous pelagic fish, nei, frozen",0,.,6,F,0,-,0,-,0,-,0,-,0,-
Trinidad and Tobago,Import,"Molluscs and other aq. invertebrates, prep. or pres., nei",32,.,1,F,0,F,0,-,0,-,0,-,0,-
Trinidad and Tobago,Import,"Mussel meat, prepared or preserved, nei",0,.,0,.,2,F,1,F,19,F,1,F,1,F
Trinidad and Tobago,Import,"Mussels nei, other than live, fresh or chilled",5,.,6,F,1,F,3,F,2,F,9,F,1,F
Trinidad and Tobago,Import,"Mussels, live, fresh or chilled, nei",1,.,1,F,0,F,0,-,0,-,0,-,0,-
Trinidad and Tobago,Import,Natural sponges raw,0,.,0,0,1,F,0,-,0,-,0,F,0,-
Trinidad and Tobago,Import,"Nile perch (Lates niloticus) and snakeheads (Channa spp.), frozen",0,.,0,.,3,F,3,F,8,F,3,F,1,F
Trinidad and Tobago,Import,"Norway lobsters (Nephrops spp.), nei, frozen",0,.,0,.,0,.,0,.,0,.,1,F,0,-
Trinidad and Tobago,Import,"Octopus, other than live, fresh or chilled",1,.,26,F,0,-,0,-,0,-,0,-,0,-
Trinidad and Tobago,Import,Ornamental fish nei,7,.,0,.,0,.,0,.,0,.,0,F,0,.
Trinidad and Tobago,Import,"Other  edible fish offal, dried, salted or in brine",0,.,0,.,0,.,0,.,0,.,13,F,0,-
Trinidad and Tobago,Import,"Other aquatic invertebrates, prepared or preserved, nei",0,.,0,.,0,F,0,.,0,.,2,F,1,F
Trinidad and Tobago,Import,"Other brown algae (laminaria, eisenia/ecklonia)",0,.,0,0,1,F,0,F,0,F,0,.,0,F
Trinidad and Tobago,Import,Other seaweeds and aquatic plants and products thereof,3,.,11,F,10,F,0,.,0,.,16,F,0,0
Trinidad and Tobago,Import,Oyster sauce,0,.,0,.,0,.,0,.,0,.,1,F,78,F
Trinidad and Tobago,Import,"Oysters, live fresh or chilled, nei",1,.,1,F,0,-,0,-,0,-,0,-,0,-
Trinidad and Tobago,Import,"Pacific salmons, fresh or chilled",0,.,0,.,1,F,0,-,0,-,0,-,0,-
Trinidad and Tobago,Import,"Pacific salmons, frozen, nei",14,.,36,F,3,F,7,F,6,F,3,F,22,F
Trinidad and Tobago,Import,"Pilchards (Sardinops spp.), prep. or pres., not minced, nei",0,.,0,.,0,.,0,.,0,.,174,F,251,F
Trinidad and Tobago,Import,"Plaices, fresh or chilled, nei",3,.,0,-,0,-,0,-,0,-,0,-,0,-
Trinidad and Tobago,Import,Preparations of surimi,0,.,0,.,0,.,0,.,0,.,0,.,1,F
Trinidad and Tobago,Import,"Rays and skates (Rajidae), frozen",0,.,0,.,0,.,0,.,0,.,0,.,27,F
Trinidad and Tobago,Import,"Rock lobster and other sea crawfish (Palinurus, Panulirus, Jasus), frozen, nei",0,.,0,.,1,F,1,F,0,.,0,F,3,F
Trinidad and Tobago,Import,"Rock lobsters (Jasus spp.), nei, frozen",0,.,0,.,0,.,0,.,0,.,0,.,6,F
