Land Area,Trade flow,Commodity,2010,S_2010,2011,S_2011,2012,S_2012,2013,S_2013,2014,S_2014,2015,S_2015,2016,S_2016
Trinidad and Tobago,Import,"Saithe (= Pollock), salted or in brine",0,.,0,.,83,F,43,F,0,.,67,F,36,F
Trinidad and Tobago,Import,"Saithe (=Pollock), frozen",0,.,15,F,21,F,0,.,0,.,0,.,1,F
Trinidad and Tobago,Import,"Saithe, dried, whether or not salted, but not smoked",0,.,129,F,54,F,181,F,54,F,322,F,169,F
Trinidad and Tobago,Import,"Salmon fillets, fresh or chilled",0,.,0,.,7,F,0,F,0,-,0,-,0,-
Trinidad and Tobago,Import,"Salmon fillets, frozen",0,.,0,.,25,F,13,F,19,F,29,F,16,F
Trinidad and Tobago,Import,"Salmon minced, prepared or preserved",0,.,47,F,21,F,32,F,14,F,15,F,2,F
Trinidad and Tobago,Import,"Salmon nei, not minced, prepared or preserved",247,.,158,F,195,F,234,F,279,F,239,F,205,F
Trinidad and Tobago,Import,"Salmon roes, frozen",0,.,1,F,4,F,4,F,18,F,16,F,0,F
Trinidad and Tobago,Import,"Salmonoids, fresh or chilled, nei",0,.,0,.,13,F,0,.,0,.,1,F,0,-
Trinidad and Tobago,Import,"Salmonoids, frozen",2,.,0,0,8,F,50,F,2,F,46,F,23,F
Trinidad and Tobago,Import,"Salmons, fresh or chilled, nei",7,.,0,0,0,-,0,-,0,-,0,-,0,-
Trinidad and Tobago,Import,"Salmons, salted or in brine",0,.,1,F,0,-,0,-,0,-,0,-,0,-
Trinidad and Tobago,Import,"Salmons, smoked",5,.,7,F,3,F,4,F,5,F,1,F,4,F
Trinidad and Tobago,Import,"Sardines, sardinellas, brisling or sprats, frozen",0,.,0,.,663,F,1288,F,263,F,544,F,316,F
Trinidad and Tobago,Import,"Sardines, sardinellas, brisling or sprats, prep. or pres., not minced, nei",951,.,406,F,159,F,244,F,211,F,108,F,49,F
Trinidad and Tobago,Import,"Saury, frozen",0,.,818,F,1034,F,1777,F,476,F,624,F,70,F
Trinidad and Tobago,Import,"Scallop meat, prepared or preserved",0,.,3,F,2,F,0,F,2,F,2,F,1,F
Trinidad and Tobago,Import,"Scallops meat, frozen",0,.,0,.,3,F,7,F,2,F,1,F,4,F
Trinidad and Tobago,Import,"Scallops, live, fresh or chilled, nei",0,.,1,F,1,F,0,F,0,-,0,-,0,-
Trinidad and Tobago,Import,"Scallops, other than live, fresh or chilled",8,.,0,0,0,F,0,F,0,F,0,-,0,-
Trinidad and Tobago,Import,"Seabass, frozen",5,.,4,F,1,F,7,F,7,F,2,F,8,F
Trinidad and Tobago,Import,"Seaweeds and other algae, fit for human consumption, nei",0,.,0,.,0,.,0,.,12,F,0,F,3,F
Trinidad and Tobago,Import,"Seaweeds and other algae, unfit for human consumption, nei",0,.,0,.,0,F,0,.,0,F,10,F,0,F
Trinidad and Tobago,Import,"Shark fillets nei, frozen",0,.,0,.,0,.,0,.,0,.,18,F,28,F
Trinidad and Tobago,Import,"Sharks nei, fresh or chilled",9,.,0,-,0,-,0,-,0,-,0,-,0,-
Trinidad and Tobago,Import,"Sharks nei, frozen",378,.,160,F,998,F,779,F,381,F,356,F,248,F
Trinidad and Tobago,Import,Shells nei,0,.,0,0,0,F,0,-,0,-,3,F,0,-
Trinidad and Tobago,Import,"Shrimps and prawns (Penaeus spp.), frozen",0,.,1,F,1,F,0,.,32,F,42,F,130,F
Trinidad and Tobago,Import,"Shrimps and prawns, frozen, nei",522,.,884,F,1152,F,1155,F,265,F,154,F,335,F
Trinidad and Tobago,Import,"Shrimps and prawns, not frozen, nei",18,.,4,F,0,F,0,-,0,F,2,F,0,-
Trinidad and Tobago,Import,"Shrimps and prawns, other than coldwater, frozen",0,.,0,.,89,F,171,F,802,F,430,F,221,F
Trinidad and Tobago,Import,"Shrimps and prawns, other than coldwater, not frozen",0,.,0,.,4,F,0,F,0,F,0,.,1,F
Trinidad and Tobago,Import,"Shrimps and prawns, prep. or pres., in airtight containers",0,.,15,F,7,F,7,F,5,F,21,F,3,F
Trinidad and Tobago,Import,"Shrimps and prawns, prep. or pres., not in airtight containers",0,.,0,.,23,F,29,F,33,F,29,F,17,F
Trinidad and Tobago,Import,"Shrimps, prawns, prepared or preserved, nei",129,.,20,F,0,-,0,-,0,-,0,F,0,-
Trinidad and Tobago,Import,"Skipjack prepared or preserved, not minced, nei",0,.,0,.,0,.,0,.,0,.,219,F,1000,F
Trinidad and Tobago,Import,"Skipjack tuna, frozen",0,.,0,.,0,.,0,.,0,.,10,F,3,F
Trinidad and Tobago,Import,"Sockeye salmon, not minced, prepared or preserved, nei",0,.,0,.,0,.,0,.,0,.,0,.,58,F
Trinidad and Tobago,Import,"Solubles from fish and marine mammals, nei",0,.,0,0,1,F,0,-,0,-,0,-,0,-
Trinidad and Tobago,Import,"Spinefeet (=rabbitfish), fresh or chilled",0,.,0,.,0,.,0,.,0,.,2,F,0,-
Trinidad and Tobago,Import,"Squids (Ommastrephes sagittatus, Loligo spp.), live, fresh or chilled",0,.,0,.,0,.,0,.,2,F,0,-,0,-
Trinidad and Tobago,Import,"Squids nei, frozen",0,.,0,.,0,.,0,.,0,.,0,.,79,F
Trinidad and Tobago,Import,"Squids, other than live, fresh or chilled",0,.,668,F,253,F,403,F,143,F,424,F,16,F
Trinidad and Tobago,Import,"Squids, prepared or preserved, nei",0,.,16,F,0,.,16,F,3,F,6,F,0,-
Trinidad and Tobago,Import,"Swordfish meat, frozen",0,.,23,F,0,F,0,F,0,-,0,-,0,-
Trinidad and Tobago,Import,"Swordfish, frozen",39,.,20,F,23,F,338,F,34,F,8,F,8,F
Trinidad and Tobago,Import,"Tanner crab meat, prepared or preserved",0,.,0,.,0,.,0,.,1,F,1,F,1,F
Trinidad and Tobago,Import,"Tilapia fillets, fresh or chilled",0,.,2,F,2,F,0,.,0,.,38,F,2,F
Trinidad and Tobago,Import,"Tilapia fillets, frozen",0,.,12,F,10,F,33,F,55,F,6,F,32,F
Trinidad and Tobago,Import,"Tilapias prepared or preserved, not minced",0,.,0,.,22,F,0,-,0,-,41,F,0,-
Trinidad and Tobago,Import,"Tilapias, frozen",0,.,45,F,0,.,53,F,30,F,10,F,13,F
Trinidad and Tobago,Import,"Toothfish (Dissostichus spp.), frozen",0,0,3,F,0,-,0,-,0,-,0,-,0,-
Trinidad and Tobago,Import,"Trout fillets, frozen",0,.,0,0,0,F,0,.,0,.,3,F,1,F
Trinidad and Tobago,Import,"Trouts and chars, fresh or chilled",22,.,0,-,0,-,0,-,0,-,0,-,0,-
Trinidad and Tobago,Import,"Trouts and chars, frozen",7,.,0,.,0,F,0,F,22,F,0,.,0,F
Trinidad and Tobago,Import,"Tuna loins and fillets, frozen",0,.,1,F,0,F,1,F,1,F,6,F,11,F
Trinidad and Tobago,Import,"Tuna meat, whether or not minced, frozen",0,.,0,.,0,.,5,F,2,F,0,-,0,-
Trinidad and Tobago,Import,"Tunas nei, frozen",59,.,142,F,416,F,137,F,17,F,6,F,66,F
Trinidad and Tobago,Import,"Tunas prepared or preserved, not minced, in airtight containers",0,.,0,.,0,.,0,.,0,.,966,F,16,F
Trinidad and Tobago,Import,"Tunas prepared or preserved, not minced, nei",1226,.,1284,F,1108,F,1189,F,1478,F,63,F,66,F
Trinidad and Tobago,Import,"Tunas, bonitos, billfishes, meat, whether or not minced, frozen, nei",0,.,3,F,0,-,0,-,0,-,0,-,0,-
Trinidad and Tobago,Import,"Tunas, fresh or chilled, nei",9,.,0,.,0,.,11,F,13,F,3,F,0,F
Trinidad and Tobago,Import,"Tusk, frozen",0,.,5,F,0,-,0,-,0,-,0,-,0,-
Trinidad and Tobago,Import,"Yellowfin sole, frozen",0,.,0,.,0,.,0,.,0,.,0,.,71,F
Trinidad and Tobago,Import,"Yellowfin tuna, frozen, nei",19,.,40,F,10,F,108,F,23,F,14,F,12,F
Trinidad and Tobago,Reexports,"Cods nei, salted or in brine",6,.,0,.,0,.,0,.,0,.,0,.,0,.
Trinidad and Tobago,Reexports,"Crustaceans nei, frozen",1,.,0,.,0,.,0,.,0,.,0,.,0,.
Trinidad and Tobago,Reexports,"Cuttlefish and squid, other than live, fresh or chilled",1,.,0,.,0,.,0,.,0,.,0,.,0,.
Trinidad and Tobago,Reexports,"Fish dried, whether or not salted, nei",15,.,0,.,0,.,0,.,0,.,0,.,0,.
Trinidad and Tobago,Reexports,"Fish fillets, dried, salted or in brine, nei",2,.,0,.,0,.,0,.,0,.,0,.,0,.
Trinidad and Tobago,Reexports,"Fish fillets, frozen, nei",1,.,0,.,0,.,0,.,0,.,0,.,0,.
Trinidad and Tobago,Reexports,"Fish meat, whether or not minced, frozen, nei",36,.,0,.,0,.,0,.,0,.,0,.,0,.
Trinidad and Tobago,Reexports,"Fish minced nei, prepared or preserved",2,.,0,.,0,.,0,.,0,.,0,.,0,.
Trinidad and Tobago,Reexports,"Fish nei, prepared or preserved, not minced",1,.,0,.,0,.,0,.,0,.,0,.,0,.
Trinidad and Tobago,Reexports,"Fish nei, salted or in brine",9,.,0,.,0,.,0,.,0,.,0,.,0,.
Trinidad and Tobago,Reexports,"Fish waste, nei",34,.,0,.,0,.,0,.,0,.,0,.,0,.
Trinidad and Tobago,Reexports,"Fish, frozen, nei",148,.,0,.,0,.,0,.,0,.,0,.,0,.
Trinidad and Tobago,Reexports,"Herrings nei, frozen",2,.,0,.,0,.,0,.,0,.,0,.,0,.
Trinidad and Tobago,Reexports,"Herrings nei, smoked",3,.,0,.,0,.,0,.,0,.,0,.,0,.
Trinidad and Tobago,Reexports,"Herrings prepared or preserved, not minced, nei",1,.,0,.,0,.,0,.,0,.,0,.,0,.
Trinidad and Tobago,Reexports,"Mackerel prepared or preserved, not minced, nei",2,.,0,.,0,.,0,.,0,.,0,.,0,.
Trinidad and Tobago,Reexports,"Octopus, other than live, fresh or chilled",1,.,0,.,0,.,0,.,0,.,0,.,0,.
Trinidad and Tobago,Reexports,Other seaweeds and aquatic plants and products thereof,1,.,0,.,0,.,0,.,0,.,0,.,0,.
Trinidad and Tobago,Reexports,"Sardines, sardinellas, brisling or sprats, prep. or pres., not minced, nei",34,.,0,.,0,.,0,.,0,.,0,.,0,.
Trinidad and Tobago,Reexports,"Shrimps and prawns, frozen, nei",1,.,0,.,0,.,0,.,0,.,0,.,0,.
Trinidad and Tobago,Reexports,"Swordfish, frozen",4,.,0,.,0,.,0,.,0,.,0,.,0,.
Trinidad and Tobago,Reexports,"Tunas nei, frozen",1,.,0,.,0,.,0,.,0,.,0,.,0,.
Trinidad and Tobago,Reexports,"Tunas prepared or preserved, not minced, nei",4,.,0,.,0,.,0,.,0,.,0,.,0,.
Turks and Caicos Is.,Export,"Albacore (=Longfin tuna), fresh or chilled",0,.,0,.,0,.,0,.,1,F,0,-,0,-
Turks and Caicos Is.,Export,"American/European lobsters (Homarus spp.), nei, frozen",18,F,0,.,16,.,24,F,24,F,27,F,21,F
Turks and Caicos Is.,Export,"American/European lobsters (Homarus spp.), not frozen",0,-,16,.,0,-,0,-,0,-,0,-,0,-
Turks and Caicos Is.,Export,"Bigeye tuna, fresh or chilled",0,.,0,.,0,.,5,F,1,F,0,-,0,-
Turks and Caicos Is.,Export,"Fish waste, nei",0,.,0,.,0,.,0,.,7,F,0,-,0,-
Turks and Caicos Is.,Export,"Grouper, fresh or chilled",0,.,0,.,0,.,2,F,5,F,0,-,0,-
Turks and Caicos Is.,Export,Miscellaneous corals and shells,3,F,5,.,0,.,15,F,13,F,5,F,11,F
Turks and Caicos Is.,Export,"Miscellaneous molluscs & aq. inver., other than live, fresh or chilled, nei",0,0,9,.,0,-,0,-,0,-,0,-,0,-
Turks and Caicos Is.,Export,"Miscellaneous molluscs, other than live, fresh or chilled, nei",350,F,0,.,0,.,93,F,280,F,370,F,138,F
Turks and Caicos Is.,Export,"Rock lobster & other sea crawfish (Palinurus, Panulirus, Jasus), meat or tails, frozen",0,.,0,.,69,.,0,.,0,F,0,-,0,-
Turks and Caicos Is.,Export,"Rock lobster and other sea crawfish (Palinurus, Panulirus, Jasus), frozen, nei",29,F,62,.,0,.,25,F,50,F,57,F,38,F
Turks and Caicos Is.,Export,"Rock lobster and other sea crawfish, not frozen",0,.,1,.,2,.,0,-,0,-,0,-,0,-
Turks and Caicos Is.,Export,"Shrimps, breaded, raw and cooked, prep. or pres.",16,F,0,.,0,.,0,.,0,-,0,-,0,-
Turks and Caicos Is.,Export,"Skipjack prepared or preserved, not minced, nei",0,.,0,.,0,.,0,.,0,.,0,.,39,F
Turks and Caicos Is.,Export,"Snapper, fresh or chilled",0,.,0,.,0,.,10,F,0,F,0,-,0,-
Turks and Caicos Is.,Export,"Snappers, frozen",0,.,0,.,0,.,1,F,0,-,0,-,0,-
Turks and Caicos Is.,Export,"Stromboid conchs, frozen",0,.,0,.,8,F,0,-,0,-,0,-,0,-
Turks and Caicos Is.,Export,"Stromboid conchs, live, fresh or chilled",114,F,113,F,105,.,39,F,50,F,0,-,0,-
Turks and Caicos Is.,Export,"Swordfish fillets, frozen",0,.,0,.,0,.,0,.,2,F,0,-,0,-
Turks and Caicos Is.,Export,"Swordfish, fresh or chilled",0,.,0,.,0,.,3,F,15,F,0,-,0,-
Turks and Caicos Is.,Export,"Swordfish, meat, fresh or chilled",0,.,0,.,0,.,0,.,15,F,0,-,0,-
Turks and Caicos Is.,Export,"Yellowfin tuna, fresh or chilled",0,.,0,.,0,.,7,F,2,F,0,-,0,-
Turks and Caicos Is.,Import,"Alaska pollock fillets, frozen",0,.,0,.,0,.,0,.,12,F,0,-,0,-
Turks and Caicos Is.,Import,"Alaska pollock, fresh or chilled",0,.,0,.,0,.,6,F,0,-,1,F,0,-
Turks and Caicos Is.,Import,"Alaska pollock, meat, whether or not minced, frozen",0,.,0,.,0,.,0,.,1,F,0,-,0,-
Turks and Caicos Is.,Import,"Albacore (=Longfin tuna), fresh or chilled",0,.,2,.,1,.,0,.,0,-,0,-,0,-
Turks and Caicos Is.,Import,"Albacore (=Longfin tuna), frozen, nei",0,.,6,.,2,.,0,.,0,-,0,-,0,-
Turks and Caicos Is.,Import,"American/European lobsters (Homarus spp.), nei, frozen",0,.,0,0,1,.,0,.,0,-,0,-,0,-
Turks and Caicos Is.,Import,"American/European lobsters (Homarus spp.), not frozen",0,-,0,-,1,.,0,-,0,-,0,-,0,-
Turks and Caicos Is.,Import,"Anchovies, prepared or preserved, not minced",0,.,6,.,5,.,5,F,0,.,0,.,0,.
Turks and Caicos Is.,Import,"Atlantic salmon and Danube salmon, frozen",0,.,6,.,4,.,0,.,0,.,0,.,1,F
Turks and Caicos Is.,Import,"Bigeye tuna, fresh or chilled",0,.,0,0,2,.,0,.,0,-,0,-,0,-
Turks and Caicos Is.,Import,"Catfish fillets, fresh or chilled",0,.,0,.,0,.,3,F,2,F,0,-,0,-
Turks and Caicos Is.,Import,"Catfish fillets, frozen",0,.,0,.,0,.,19,F,41,F,45,F,50,F
Turks and Caicos Is.,Import,"Catfish, frozen",0,.,0,.,0,.,6,F,25,F,50,F,9,F
Turks and Caicos Is.,Import,Caviar and caviar substitutes,0,.,9,.,8,.,6,F,0,-,0,-,0,-
Turks and Caicos Is.,Import,"Coastal fish meat, whether or not minced, frozen, nei",0,.,0,.,10,.,0,.,0,-,0,-,0,-
Turks and Caicos Is.,Import,"Cods nei, dried,  whether or not salted",5,F,3,.,6,.,0,F,0,-,0,-,0,-
Turks and Caicos Is.,Import,"Cods nei, frozen",0,.,6,.,2,.,0,.,0,-,0,-,0,-
Turks and Caicos Is.,Import,"Cods nei, salted or in brine",0,.,8,.,11,.,10,F,10,F,10,F,10,F
Turks and Caicos Is.,Import,"Cods, fresh or chilled, nei",0,.,0,0,2,.,0,.,12,F,6,F,16,F
Turks and Caicos Is.,Import,"Cold-water shrimps and prawns (Pandalus spp., Crangon spp.), not frozen",0,.,0,.,0,.,1,F,0,-,0,-,0,-
Turks and Caicos Is.,Import,"Cold-water shrimps and prawns (Pandalus spp., Crangon spp.), whether in shell or not, frozen",0,.,0,.,0,.,1,F,4,F,2,F,7,F
Turks and Caicos Is.,Import,Coral and the like,0,.,0,.,0,.,0,.,8,F,0,-,0,-
Turks and Caicos Is.,Import,"Crab meat nei, prepared or preserved",0,.,3,.,2,.,0,0,6,F,0,F,0,F
Turks and Caicos Is.,Import,"Crab meat, frozen",0,.,41,.,30,F,28,F,10,F,30,F,0,F
Turks and Caicos Is.,Import,"Crabs nei, frozen",0,.,0,.,0,.,0,.,3,F,45,F,0,F
Turks and Caicos Is.,Import,"Crabs, not frozen",12,F,14,.,46,.,20,F,20,F,22,F,20,F
Turks and Caicos Is.,Import,"Crustaceans nei, frozen",0,.,4,.,3,.,1,F,20,F,40,F,13,F
Turks and Caicos Is.,Import,"Crustaceans nei, prepared or preserved",34,F,0,0,0,0,0,-,0,-,0,-,0,-
Turks and Caicos Is.,Import,"Cuttlefish and squid, other than live, fresh or chilled",0,.,10,.,30,.,0,.,0,F,0,.,0,.
Turks and Caicos Is.,Import,"Cuttlefishes and squids, live, fresh or chilled, nei",0,.,8,.,6,.,5,F,0,.,0,.,0,.
Turks and Caicos Is.,Import,"Eels, fresh or chilled",0,.,9,.,3,.,0,-,0,-,0,-,0,-
Turks and Caicos Is.,Import,"Eels, frozen",0,.,1,.,2,.,0,.,0,.,0,.,0,.
Turks and Caicos Is.,Import,"Fish dried, whether or not salted, nei",3,F,5,.,1,.,5,F,5,F,9,F,1,F
Turks and Caicos Is.,Import,"Fish fillets, dried, salted or in brine, nei",0,0,1,.,1,.,0,.,0,-,0,-,0,-
Turks and Caicos Is.,Import,"Fish fillets, fresh or chilled, nei",51,F,53,.,15,.,70,F,70,F,72,F,75,F
Turks and Caicos Is.,Import,"Fish fillets, frozen, nei",24,F,148,.,190,.,187,F,100,F,150,F,52,F
Turks and Caicos Is.,Import,"Fish live, nei",0,.,2,.,0,0,0,-,0,-,0,-,0,-
Turks and Caicos Is.,Import,"Fish meat, whether or not minced nei, fresh or chilled",0,.,0,.,0,.,1,F,0,-,0,-,0,-
Turks and Caicos Is.,Import,"Fish meat, whether or not minced, frozen, nei",90,F,21,.,6,.,3,F,0,-,4,F,0,-
Turks and Caicos Is.,Import,"Fish minced nei, prepared or preserved",1,F,9,.,16,.,13,F,45,F,15,F,3,F
Turks and Caicos Is.,Import,"Fish nei, prepared or preserved, not minced",100,F,3,.,5,.,4,F,0,-,0,-,0,-
Turks and Caicos Is.,Import,"Fish nei, salted or in brine",15,F,14,.,11,.,0,.,10,F,12,F,10,F
Turks and Caicos Is.,Import,"Fish nei, smoked",0,0,9,.,17,.,15,F,15,F,15,F,10,F
Turks and Caicos Is.,Import,"Fish waste, nei",0,.,0,0,2,.,0,.,0,F,0,-,0,-
Turks and Caicos Is.,Import,"Fish, fresh or chilled, nei",100,F,27,.,0,.,120,F,70,F,120,F,103,F
Turks and Caicos Is.,Import,"Fish, frozen, nei",161,F,18,.,9,.,150,F,113,F,130,F,120,F
Turks and Caicos Is.,Import,"Fishmeal fit for human consumption, nei",0,.,1,.,0,0,0,.,0,-,0,-,0,-
Turks and Caicos Is.,Import,"Flatfish nei, frozen",0,.,56,.,74,.,90,F,102,F,110,F,120,F
Turks and Caicos Is.,Import,"Flatfish, fresh or chilled, nei",0,.,11,.,14,.,20,F,19,F,20,F,20,F
Turks and Caicos Is.,Import,"Gadiformes fillets, frozen, nei",0,.,0,.,0,.,0,.,0,.,0,.,1,F
Turks and Caicos Is.,Import,"Grouper, fresh or chilled",0,.,0,.,9,.,0,-,0,-,0,-,0,-
Turks and Caicos Is.,Import,"Grouper, frozen",0,.,0,.,11,.,0,-,0,-,0,-,0,-
Turks and Caicos Is.,Import,"Haddock, fresh or chilled",0,.,4,.,5,.,0,.,0,-,0,-,0,-
Turks and Caicos Is.,Import,"Haddock, frozen",0,.,9,.,6,.,0,.,0,-,0,-,0,-
Turks and Caicos Is.,Import,"Hakes nei, frozen",0,.,4,.,6,.,0,.,0,-,0,-,0,-
Turks and Caicos Is.,Import,"Halibuts nei, frozen",0,.,3,.,1,.,0,.,0,-,0,-,0,-
Turks and Caicos Is.,Import,"Halibuts, fresh or chilled, nei",0,.,12,.,7,.,0,.,1,F,0,-,0,-
Turks and Caicos Is.,Import,"Herring, salted or in brine",0,.,1,.,1,.,0,.,0,-,0,-,0,-
Turks and Caicos Is.,Import,"Herrings nei, smoked",3,F,1,.,2,.,0,F,28,F,7,F,4,F
Turks and Caicos Is.,Import,"Herrings prepared or preserved, not minced, nei",0,.,1,.,3,.,0,.,0,.,0,.,0,F
Turks and Caicos Is.,Import,"Herrings, fresh or chilled, nei",0,.,0,0,2,.,0,.,0,-,0,-,0,-
Turks and Caicos Is.,Import,"Livers, roes, milt, dried, salted or in brine, nei",20,F,26,.,41,.,30,F,30,F,30,F,30,F
Turks and Caicos Is.,Import,"Lobster tails or meat, prep. or pres.",0,.,1,.,0,.,0,.,1,F,1,F,1,F
Turks and Caicos Is.,Import,"Mackerel prepared or preserved, not minced, nei",7,F,50,.,50,.,47,F,6,F,1,F,5,F
Turks and Caicos Is.,Import,"Mackerels nei, frozen",0,.,2,.,7,.,0,.,2,F,0,.,1,F
Turks and Caicos Is.,Import,"Mackerels nei, salted or in brine",0,0,0,.,0,.,1,F,0,.,1,F,1,F
Turks and Caicos Is.,Import,"Mackerels, nei, fresh or chilled",0,.,0,0,1,.,0,-,0,-,0,-,0,-
Turks and Caicos Is.,Import,"Marine fish, fresh or chilled, nei",0,.,0,.,0,.,0,.,40,F,0,-,0,-
Turks and Caicos Is.,Import,"Marlins, fresh or chilled",0,.,0,.,2,.,0,-,0,-,0,-,0,-
Turks and Caicos Is.,Import,"Marlins, frozen",0,.,0,.,3,.,0,-,0,-,0,-,0,-
Turks and Caicos Is.,Import,"Miscellaneous coastal fish, fillets, fresh or chilled, nei",0,.,0,.,36,.,0,.,0,-,0,-,0,-
Turks and Caicos Is.,Import,"Miscellaneous coastal fishes fillets, frozen,  nei",0,.,0,.,33,.,0,.,0,-,0,-,0,-
Turks and Caicos Is.,Import,Miscellaneous corals and shells,0,.,3,.,0,.,0,.,0,.,0,.,0,F
Turks and Caicos Is.,Import,"Miscellaneous crustaceans, not frozen, nei",50,F,10,.,10,F,10,F,0,.,0,.,0,.
Turks and Caicos Is.,Import,"Miscellaneous demersal fish, nei, frozen",0,.,0,.,0,.,0,.,0,F,1,F,3,F
Turks and Caicos Is.,Import,"Miscellaneous molluscs & aq. inver., other than live, fresh or chilled, nei",0,-,11,.,0,-,120,F,115,F,110,F,110,F
Turks and Caicos Is.,Import,"Miscellaneous molluscs, other than live, fresh or chilled, nei",0,.,0,.,7,.,0,.,0,.,0,.,3,F
Turks and Caicos Is.,Import,"Molluscs and other aq. invertebrates, prep. or pres., nei",0,.,6,.,2,.,0,-,0,-,0,-,0,-
Turks and Caicos Is.,Import,"Molluscs and other aqu. invertebrates, live, fresh or chilled, nei",50,F,0,0,0,.,0,.,40,F,50,F,50,F
Turks and Caicos Is.,Import,"Mussels nei, other than live, fresh or chilled",0,.,28,.,42,.,0,.,0,.,0,.,0,.
Turks and Caicos Is.,Import,"Mussels, live, fresh or chilled, nei",0,.,13,.,15,.,16,F,0,.,0,.,0,.
Turks and Caicos Is.,Import,"Octopus, live, fresh or chilled",0,.,2,.,4,.,5,F,0,.,0,.,0,.
Turks and Caicos Is.,Import,"Octopus, other than live, fresh or chilled",0,.,14,.,14,.,0,.,0,F,0,.,0,.
Turks and Caicos Is.,Import,Other seaweeds and aquatic plants and products thereof,0,0,13,.,18,.,15,F,0,-,0,-,0,-
Turks and Caicos Is.,Import,"Oyster meat, prepared or preserved, nei",0,.,0,.,0,.,1,F,0,-,0,-,0,-
Turks and Caicos Is.,Import,"Oysters, live fresh or chilled, nei",0,.,9,.,13,.,10,F,0,.,0,.,0,.
Turks and Caicos Is.,Import,"Oysters, other than live, fresh or chilled, nei",0,.,0,.,0,.,0,.,0,.,0,.,2,F
Turks and Caicos Is.,Import,"Pacific salmons, frozen, nei",0,.,5,.,7,.,0,.,0,.,0,.,0,.
Turks and Caicos Is.,Import,"Plaices, frozen, nei",0,.,2,.,2,.,0,.,0,-,0,-,0,-
Turks and Caicos Is.,Import,"Rock lobster and other sea crawfish (Palinurus, Panulirus, Jasus), frozen, nei",0,.,7,.,0,-,0,-,0,-,0,-,0,-
Turks and Caicos Is.,Import,"Rock lobster and other sea crawfish (Palinurus, Panulirus, Jasus), whole, frozen",0,.,0,.,10,.,0,.,0,-,0,-,0,-
Turks and Caicos Is.,Import,"Rock lobster and other sea crawfish, not frozen",0,.,1,.,1,.,0,-,0,-,0,-,0,-
Turks and Caicos Is.,Import,"Saithe (=Pollock), frozen",7,F,0,.,2,.,0,.,12,F,0,-,0,-
Turks and Caicos Is.,Import,"Salmon nei, not minced, prepared or preserved",2,F,12,.,16,.,18,F,11,F,17,F,22,F
Turks and Caicos Is.,Import,"Salmon roes, cured",0,.,0,.,0,.,0,.,6,F,5,F,1,F
Turks and Caicos Is.,Import,"Salmonoids, fresh or chilled, nei",0,.,10,.,4,.,0,.,0,F,0,.,0,F
Turks and Caicos Is.,Import,"Salmonoids, frozen",0,.,53,.,113,.,100,F,75,F,50,F,50,F
Turks and Caicos Is.,Import,"Salmons, fresh or chilled, nei",1,F,24,.,21,.,20,F,20,F,20,F,20,F
Turks and Caicos Is.,Import,"Salmons, smoked",0,.,16,.,12,.,10,F,0,F,0,F,0,-
Turks and Caicos Is.,Import,"Saltwater fish nei, live",0,.,0,.,2,.,0,-,0,-,0,-,0,-
Turks and Caicos Is.,Import,"Sardines, sardinellas, brisling or sprats, fresh or chilled",1,F,3,.,0,0,0,.,0,-,0,-,0,-
Turks and Caicos Is.,Import,"Sardines, sardinellas, brisling or sprats, frozen",0,.,1,.,2,.,0,.,0,-,0,-,0,-
Turks and Caicos Is.,Import,"Sardines, sardinellas, brisling or sprats, prep. or pres., not minced, nei",4,F,51,.,49,.,50,F,55,F,54,F,54,F
Turks and Caicos Is.,Import,"Scallop meat, prepared or preserved",0,0,0,.,0,.,0,.,1,F,0,-,0,-
Turks and Caicos Is.,Import,"Scallops meat, frozen",0,0,0,-,0,-,1,F,15,F,3,F,5,F
Turks and Caicos Is.,Import,"Scallops, live, fresh or chilled, nei",0,.,9,.,15,.,15,F,2,F,0,.,0,.
Turks and Caicos Is.,Import,"Scallops, other than live, fresh or chilled",30,F,44,.,27,.,0,.,0,.,0,.,0,.
Turks and Caicos Is.,Import,"Seabass, frozen",0,.,6,.,13,.,0,.,0,-,0,-,0,-
Turks and Caicos Is.,Import,"Sharks nei, fresh or chilled",0,.,20,.,29,.,0,.,0,-,0,-,0,-
Turks and Caicos Is.,Import,"Sharks nei, frozen",0,.,8,.,5,.,0,.,0,-,0,-,0,-
Turks and Caicos Is.,Import,"Shrimps and prawns, frozen, nei",55,F,67,.,85,.,0,.,7,F,0,-,0,-
Turks and Caicos Is.,Import,"Shrimps and prawns, not frozen, nei",80,F,120,.,82,.,80,F,100,F,100,F,100,F
Turks and Caicos Is.,Import,"Shrimps and prawns, other than coldwater, frozen",0,.,0,.,0,.,20,F,103,F,111,F,32,F
Turks and Caicos Is.,Import,"Shrimps and prawns, other than coldwater, not frozen",0,.,0,.,0,.,0,.,1,F,0,-,0,-
Turks and Caicos Is.,Import,"Shrimps and prawns, prep. or pres., in airtight containers",0,.,0,.,0,.,0,.,37,F,1,F,0,F
Turks and Caicos Is.,Import,"Shrimps and prawns, prep. or pres., not in airtight containers",0,.,0,.,0,.,12,F,35,F,50,F,15,F
Turks and Caicos Is.,Import,"Shrimps, prawns, prepared or preserved, nei",0,.,8,.,4,.,0,.,0,-,0,-,0,-
